ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000230795	HLA-K	major histocompatibility complex, class I, K (pseudogene)	pseudogene	6	29894955	29897009
ENSG00000230799	AC007279.2		pseudogene	2	202627460	202628296
ENSG00000230805	AL132709.1		lincRNA	14	101540206	101544247
ENSG00000230807	AC099535.4		pseudogene	3	27527738	27528108
ENSG00000230812	RP4-794H19.4		lincRNA	1	59486059	59510286
ENSG00000230813	RP11-690C23.5		pseudogene	1	246690332	246691457
ENSG00000230829	CTD-2186M15.1		pseudogene	5	32222038	32222453
ENSG00000230832	RP11-325P15.2		pseudogene	1	146553887	146555127
ENSG00000230836	AC104135.4		lincRNA	2	75167385	75169797
ENSG00000230838	AC093850.2		lincRNA	2	216582766	216584147
ENSG00000230839	RP5-968J1.1		lincRNA	20	1784662	1798252
ENSG00000230841	RP5-915N17.3		pseudogene	1	228636864	228637322
ENSG00000230847	RP11-195E2.1		pseudogene	5	70370052	70389020
ENSG00000230853	AC004159.1		pseudogene	7	79725916	79726531
ENSG00000230863	RP4-595K12.2		pseudogene	1	76107031	76107772
ENSG00000230869	CTGLF10P	centaurin, gamma-like family, member 10 pseudogene	pseudogene	10	46174140	46195980
ENSG00000230870	FBXW11P1	F-box and WD repeat domain containing 11 pseudogene 1	pseudogene	21	32999440	33000913
ENSG00000230872	AC092338.5		pseudogene	16	22393757	22418749
ENSG00000230873	STMND1	stathmin domain containing 1	protein_coding	6	17102489	17131603
ENSG00000230876	LINC00486	long intergenic non-protein coding RNA 486	lincRNA	2	33050510	33151760
ENSG00000230882	AC005077.14		pseudogene	7	75700787	75704281
ENSG00000230897	RPS18P12	ribosomal protein S18 pseudogene 12	pseudogene	17	14608393	14608851
ENSG00000230903	RPL9P8	ribosomal protein L9 pseudogene 8	pseudogene	15	83041000	83125316
ENSG00000230906	AC023115.1		lincRNA	2	67314145	67485098
ENSG00000230911	PPIHP1	peptidylprolyl isomerase H (cyclophilin H) pseudogene 1	pseudogene	11	111900582	111901091
ENSG00000230920	RP11-527D15.1		lincRNA	9	9799423	9803784
ENSG00000230923	LINC00309	long intergenic non-protein coding RNA 309	lincRNA	2	64412212	64432619
ENSG00000230929	RP11-395C3.1		pseudogene	5	125963709	125964011
ENSG00000230936	RP11-775L16.1		pseudogene	7	55410009	55412651
ENSG00000230937	MIR205HG	MIR205 host gene (non-protein coding)	lincRNA	1	209602165	209606183
ENSG00000230939	RP11-314C16.1		lincRNA	6	8784411	8785678
ENSG00000230943	RP11-367G18.1		lincRNA	6	113944737	113971276
ENSG00000230945	RP11-394O9.1		lincRNA	9	82645494	82649470
ENSG00000230948	AP001331.1		pseudogene	8	109143328	109144342
ENSG00000230951	RP11-573D15.6		pseudogene	3	186490378	186491265
ENSG00000230953	RP4-631H13.6		pseudogene	1	53386094	53386268
ENSG00000230965	SNX18P13	sorting nexin 18 pseudogene 13	pseudogene	21	15278281	15278809
ENSG00000230971	AC005703.3		lincRNA	17	15170778	15175607
ENSG00000230978	LINC00160	long intergenic non-protein coding RNA 160	lincRNA	21	36096105	36109478
ENSG00000230979	AC079250.1		pseudogene	2	47917855	47918385
ENSG00000230982	DSTNP1	destrin (actin depolymerizing factor) pseudogene 1	pseudogene	21	48073470	48073934
ENSG00000230989	HSBP1	heat shock factor binding protein 1	protein_coding	16	83841448	83853342
ENSG00000230990	RP4-734C18.1		lincRNA	20	11214818	11282173
ENSG00000230992	FAM201B	family with sequence similarity 201, member B	pseudogene	2	133110240	133112412
ENSG00000231006	CTB-54D4.1	ribosomal protein L7 pseudogene 32	pseudogene	7	108150677	108151420
ENSG00000231007	CDC20P1	cell division cycle 20 pseudogene 1	pseudogene	9	89626567	89628066
ENSG00000231010	RP6-109B7.2		lincRNA	22	46451620	46454040
ENSG00000231023	LINC00326	long intergenic non-protein coding RNA 326	lincRNA	6	133409219	133427717
ENSG00000231024	AC092431.3		lincRNA	2	69927324	69940979
ENSG00000231027	AC079325.6		pseudogene	17	72556855	72563482
ENSG00000231028	LINC00271	long intergenic non-protein coding RNA 271	lincRNA	6	135818489	136037193
ENSG00000231035	RPL7L1P9	ribosomal protein L7-like 1 pseudogene 9	pseudogene	2	218625270	218626014
ENSG00000231039	RP11-445P17.3		lincRNA	10	5276321	5305371
ENSG00000231043	AC007238.1		pseudogene	2	58687427	58689167
ENSG00000231047	GCNT1P3	glucosaminyl (N-acetyl) transferase 1, core 2 pseudogene 3	pseudogene	3	190342384	190342958
ENSG00000231056	RP1-290I10.5		lincRNA	6	10474733	10478735
ENSG00000231063	AC006994.1		pseudogene	2	210952950	210953788
ENSG00000231071	RP5-1068H6.1		pseudogene	20	4716315	4717319
ENSG00000231078	RP11-560A15.4		lincRNA	20	55680797	55682184
ENSG00000231081	RP4-760C5.3		lincRNA	20	25989427	25991167
ENSG00000231084	CTA-253N17.1		pseudogene	1	185140467	185140842
ENSG00000231086	TSSK1A	testis-specific serine kinase 1A pseudogene	pseudogene	22	19112806	19113159
ENSG00000231087	FDPSP7	farnesyl diphosphate synthase pseudogene 7	pseudogene	7	76597514	76598567
ENSG00000231106	AP000688.8		lincRNA	21	37377636	37380136
ENSG00000231107	RP11-389K14.3		lincRNA	9	93063184	93195787
ENSG00000231108	RP11-390F4.9		pseudogene	9	6734598	6735076
ENSG00000231112	MTHFD2P3	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 3	pseudogene	6	108307015	108307235
ENSG00000231114	AC078842.4		lincRNA	7	137003339	137011700
ENSG00000231120	BTF3P10	basic transcription factor 3 pseudogene 10	pseudogene	6	150299052	150299552
ENSG00000231121	RP1-34H18.1		lincRNA	12	77718421	77966055
ENSG00000231122	FAM25E	family with sequence similarity 25, member E	protein_coding	10	46310876	46313036
ENSG00000231123	SPATA20P1	spermatogenesis associated 20 pseudogene 1	pseudogene	21	39610149	39610586
ENSG00000231130	HLA-T	major histocompatibility complex, class I, T (pseudogene)	pseudogene	6	29864431	29865563
ENSG00000231131	RP11-346D6.6		lincRNA	10	54210634	54230293
ENSG00000231133	HAR1B	highly accelerated region 1B (non-protein coding)	lincRNA	20	61726845	61733482
ENSG00000231156	AC093702.1		lincRNA	2	45240353	45240807
ENSG00000231167	YBX1P2	Y box binding protein 1 pseudogene 2	pseudogene	7	105222705	105223703
ENSG00000231169	EEF1B2P1	eukaryotic translation elongation factor 1 beta 2 pseudogene 1	pseudogene	15	52797386	52798060
ENSG00000231178	RP11-125D12.1		lincRNA	6	159774954	159775705
ENSG00000231181	RP13-15M17.1		pseudogene	1	9636485	9637043
ENSG00000231184	FAM58DP	family with sequence similarity 58, member D, pseudogene	pseudogene	13	19956348	19957525
ENSG00000231189	AC013448.1		lincRNA	2	224363491	224369329
ENSG00000231193	RP11-462B18.2		lincRNA	9	32840596	32841760
ENSG00000231195	IFNA11P	interferon, alpha 11, pseudogene	pseudogene	9	21398613	21399138
ENSG00000231196	RP11-495P10.8		lincRNA	1	147762996	147767862
ENSG00000231200	AC068490.2		lincRNA	2	22156208	22753977
ENSG00000231204	AC011752.1		lincRNA	2	21540532	21784185
ENSG00000231205	ZNF826P	zinc finger protein 826, pseudogene	pseudogene	19	20451078	20607775
ENSG00000231209	GLUD1P6	glutamate dehydrogenase 1 pseudogene 6	pseudogene	10	48169665	48175810
ENSG00000231210	AC006159.3		lincRNA	7	116211014	116254874
ENSG00000231221	AC023672.2		lincRNA	2	108665656	108669211
ENSG00000231228	CTD-2593A12.4		pseudogene	5	180409243	180409611
ENSG00000231231	AP001422.3		lincRNA	21	39695557	39705343
ENSG00000231234	SKP1P1	S-phase kinase-associated protein 1 pseudogene 1	pseudogene	7	65888392	65888880
ENSG00000231236	AP001604.3		lincRNA	21	28731204	28820898
ENSG00000231240	AC018865.9	Kruppel-like factor 2 pseudogene 1	pseudogene	2	130794531	130795995
ENSG00000231242	RP11-87H9.3		lincRNA	9	69082536	69108793
ENSG00000231245	C1DP1	C1D nuclear receptor corepressor pseudogene 1	pseudogene	10	32800264	32800436
ENSG00000231246	RP5-965F6.2		lincRNA	1	112719856	112903150
ENSG00000231252	RP11-436K8.1		lincRNA	1	61125303	61291256
ENSG00000231254	PCED1CP	PC-esterase domain containing 1C, pseudogene	pseudogene	2	213696885	213697669
ENSG00000231256	C17orf105	chromosome 17 open reading frame 105	protein_coding	17	41857803	41864980
ENSG00000231259	AC125232.1		pseudogene	2	87257800	87303536
ENSG00000231274	SBK3	SH3 domain binding kinase family, member 3	protein_coding	19	56052023	56056909
ENSG00000231298	LINC00704	long intergenic non-protein coding RNA 704	lincRNA	10	4692377	4720346
ENSG00000231299	RP11-419M24.6		pseudogene	7	56428055	56428234
ENSG00000231304	AC107622.1		lincRNA	3	20383960	20392420
ENSG00000231307	RPS3P2	ribosomal protein S3 pseudogene 2	pseudogene	20	37166401	37167101
ENSG00000231317	RP11-310H4.6		pseudogene	7	55724461	55746183
ENSG00000231322	RPL13AP17	ribosomal protein L13a pseudogene 17	pseudogene	7	77976459	77988775
ENSG00000231324	AP000696.2		lincRNA	21	38004979	38009331
ENSG00000231345	RP11-564C4.6		pseudogene	10	52415727	52420232
ENSG00000231346	RP5-836N10.1	long intergenic non-protein coding RNA 1160	lincRNA	1	112142277	112151345
ENSG00000231351	AC111200.7		pseudogene	2	87157373	87157877
ENSG00000231359	AC072052.7		pseudogene	7	6530424	6530729
ENSG00000231360	AL592284.1	Protein LOC642441 	protein_coding	1	144339738	144520773
ENSG00000231363	RP11-148B18.1		lincRNA	1	94713464	94715048
ENSG00000231364	RP11-413G15.1		lincRNA	1	83911736	83920454
ENSG00000231367	AC016995.3		lincRNA	2	38633861	38742882
ENSG00000231369	RP1-40G4P.1		pseudogene	22	27282872	27283511
ENSG00000231381	RNF2P1	ring finger protein 2 pseudogene 1	pseudogene	9	6668999	6670008
ENSG00000231386	AC007395.4		pseudogene	2	71037930	71038606
ENSG00000231389	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1	protein_coding	6	33032346	33041549
ENSG00000231394	RP11-310H4.3		lincRNA	7	55661470	55662699
ENSG00000231395	AC124914.3		pseudogene	3	23920472	23920989
ENSG00000231401	AC023481.1		lincRNA	3	8406393	8408078
ENSG00000231402	WASF5P	WAS protein family, member 5, pseudogene	pseudogene	6	31255287	31256741
ENSG00000231405	CTA-992D9.7		lincRNA	22	27539439	27555840
ENSG00000231409	RP11-83J16.1		pseudogene	15	35235281	35235595
ENSG00000231412	CTC-490G23.2		lincRNA	19	43833447	43835582
ENSG00000231418	AC006380.3		lincRNA	7	31454259	31460900
ENSG00000231426	RP5-899B16.1		lincRNA	6	140175987	140181288
ENSG00000231427	RP11-436F9.1		lincRNA	7	54398390	54417542
ENSG00000231429	RP11-343N15.2		lincRNA	1	121154579	121171134
ENSG00000231431	AC131180.4	fatty acyl CoA reductase 2 pseudogene 4	pseudogene	2	132046326	132066641
ENSG00000231434	RP11-144L1.8		pseudogene	1	158493462	158495628
ENSG00000231435	AC011747.3		lincRNA	2	8683722	8715631
ENSG00000231437	RP11-88H9.2		lincRNA	1	112532392	112541464
ENSG00000231439	WASIR2	WASH and IL9R antisense RNA 2	antisense	16	72910	75123
ENSG00000231443	AC024937.6		pseudogene	3	195664114	195665610
ENSG00000231445	TIMM8AP1	translocase of inner mitochondrial membrane 8 homolog A (yeast) pseudogene 1	pseudogene	2	162933867	162934161
ENSG00000231453	AC018470.4		lincRNA	2	175190755	175195371
ENSG00000231458	RNASEH1P2	ribonuclease H1 pseudogene 2	pseudogene	17	16586752	16587541
ENSG00000231459	LINC00032	long intergenic non-protein coding RNA 32	lincRNA	9	27245682	27282791
ENSG00000231460	RP11-321L2.1		lincRNA	9	23829668	23849912
ENSG00000231461	HLA-DPA2	major histocompatibility complex, class II, DP alpha 2 (pseudogene)	pseudogene	6	33059530	33065072
ENSG00000231464	AC024937.4		pseudogene	3	195723609	195725104
ENSG00000231466	CTA-246H3.11		pseudogene	22	25745510	25746289
ENSG00000231468	PRDX3P2	peroxiredoxin 3 pseudogene 2	pseudogene	1	28852830	28853739
ENSG00000231473	LINC00441	long intergenic non-protein coding RNA 441	lincRNA	13	48870649	48877797
ENSG00000231476	AC074389.5		lincRNA	7	1660290	1661041
ENSG00000231483	RP11-336A10.5		lincRNA	10	5650438	5652756
ENSG00000231484	RP11-548K12.12		pseudogene	7	57888037	57896752
ENSG00000231485	RP4-535B20.1		lincRNA	1	65532310	65533420
ENSG00000231487	AP006285.7		lincRNA	11	1683814	1684573
ENSG00000231494	AC104634.3		pseudogene	2	232424614	232425075
ENSG00000231500	RPS18	ribosomal protein S18	protein_coding	6	33239825	33244287
ENSG00000231504	NMD3P2	NMD3 ribosome export adaptor pseudogene 2	pseudogene	7	56569977	56570737
ENSG00000231507	RP11-134P9.3		lincRNA	1	203256280	203257929
ENSG00000231512	RP11-261C10.2		lincRNA	1	243192814	243215554
ENSG00000231528	FAM225A	family with sequence similarity 225, member A (non-protein coding)	lincRNA	9	115875353	115882208
ENSG00000231532	AC022311.1		lincRNA	2	4675812	4703805
ENSG00000231533	RP1-232L24.3		lincRNA	6	80130014	80131022
ENSG00000231537	RP11-1217F2.3		pseudogene	7	57235587	57236358
ENSG00000231541	RPS6P2	ribosomal protein S6 pseudogene 2	pseudogene	2	179866483	179867487
ENSG00000231544	RSL24D1P11	ribosomal L24 domain containing 1 pseudogene 11	pseudogene	18	55505708	55506198
ENSG00000231550	PTCHD3P2	patched domain containing 3 pseudogene 2	pseudogene	2	170623695	170625309
ENSG00000231551	RP11-495P10.1		lincRNA	1	147887350	147901508
ENSG00000231552	IGBP1P3	immunoglobulin (CD79A) binding protein 1 pseudogene 3	pseudogene	3	32662395	32663394
ENSG00000231560	AC091814.3		lincRNA	12	10100736	10105935
ENSG00000231565	NEK2P2	NEK2 pseudogene 2	pseudogene	22	16364867	16366204
ENSG00000231574	RP11-91K9.1		lincRNA	3	177534653	177617012
ENSG00000231576	Z95114.3		pseudogene	22	36568982	36569996
ENSG00000231579	RP11-278J6.1	ribosomal protein L7 pseudogene 21	pseudogene	5	142712170	142712804
ENSG00000231584	FAHD2CP	fumarylacetoacetate hydrolase domain containing 2C, pseudogene	pseudogene	2	96676299	96689056
ENSG00000231595	AC005224.2		antisense	17	14113805	14121239
ENSG00000231599	LINC01037	long intergenic non-protein coding RNA 1037	lincRNA	1	187412738	187446354
ENSG00000231604	RP5-897D18.1		lincRNA	20	55305453	55306516
ENSG00000231606	RP11-344F13.1		lincRNA	1	14548386	14549613
ENSG00000231611	AP006216.11		lincRNA	11	116645826	116646592
ENSG00000231615	RP11-296O14.2		pseudogene	1	173331536	173332872
ENSG00000231625	CTD-2104P17.1		pseudogene	17	19519102	19537138
ENSG00000231626	AC013402.4		lincRNA	2	105197279	105198348
ENSG00000231632	RP11-82L18.4		lincRNA	9	91624949	91625393
ENSG00000231645	AC025627.9		pseudogene	17	20415873	20420792
ENSG00000231648	RP11-372M18.2		lincRNA	1	209541007	209553035
ENSG00000231649	SPATA31B1	SPATA31 subfamily B, member 1	pseudogene	9	84672562	84678597
ENSG00000231660	RPS8P6	ribosomal protein S8 pseudogene 6	pseudogene	3	350397	351005
ENSG00000231662	RP11-686D16.1		lincRNA	6	19290550	19321252
ENSG00000231665	OGFOD1P1	2-oxoglutarate and iron-dependent oxygenase domain containing 1 pseudogene 1	pseudogene	13	49784558	49786430
ENSG00000231666	RP11-404O13.1		lincRNA	1	158101834	158110429
ENSG00000231671	RP11-157N3.1		lincRNA	1	101788893	101855859
ENSG00000231672	DIRC3	disrupted in renal carcinoma 3	protein_coding	2	218148742	218621316
ENSG00000231675	AC005042.3		pseudogene	2	159559799	159559972
ENSG00000231678	RP11-339N8.1		lincRNA	9	111463650	111465372
ENSG00000231680	AP003774.6		lincRNA	11	64161814	64163303
ENSG00000231682	AC097713.4		lincRNA	2	235353234	235363239
ENSG00000231683	RP1-27K12.2		lincRNA	6	53426087	53481969
ENSG00000231684	RP11-416K24.2		pseudogene	1	182305136	182305475
ENSG00000231690	LINC00574	long intergenic non-protein coding RNA 574	lincRNA	6	170195280	170202969
ENSG00000231697	NANOGP5	Nanog homeobox pseudogene 5	pseudogene	9	102937460	102938336
ENSG00000231698	AP002856.5		lincRNA	11	131123317	131220812
ENSG00000231702	RP11-54O7.10		pseudogene	1	943456	943609
ENSG00000231704	AC004895.4		lincRNA	7	6120734	6132716
ENSG00000231705	RP11-432J24.2		lincRNA	10	134232587	134234457
ENSG00000231709	RP5-857K21.1		lincRNA	1	521369	523833
ENSG00000231713	AF064860.7		lincRNA	21	41099682	41102607
ENSG00000231715	COX6CP2	cytochrome c oxidase subunit VIc pseudogene 2	pseudogene	20	49096304	49096528
ENSG00000231720	RP11-568A7.3		lincRNA	6	167650996	167653968
ENSG00000231738	TSPAN19	tetraspanin 19	protein_coding	12	85408094	85430055
ENSG00000231739	GAPDHP59	glyceraldehyde-3-phosphate dehydrogenase pseudogene 59	pseudogene	2	188280279	188280545
ENSG00000231741	RP11-213G2.5		pseudogene	9	88549503	88551514
ENSG00000231742	RP11-112L6.4		lincRNA	20	48789087	48793096
ENSG00000231752	EMBP1	embigin pseudogene 1	pseudogene	1	121261143	121310591
ENSG00000231767	MIR4426	microRNA 4426	pseudogene	1	192685313	192685783
ENSG00000231768	RP5-855F14.1		lincRNA	1	234663637	234667525
ENSG00000231776	RP1-90L14.1		lincRNA	6	85130746	85265870
ENSG00000231782	LINC00575	long intergenic non-protein coding RNA 575	lincRNA	4	83534266	83542590
ENSG00000231784	DBIL5P	diazepam binding inhibitor-like 5, pseudogene	pseudogene	17	656017	658576
ENSG00000231793	DOC2GP	double C2-like domains, gamma, pseudogene	pseudogene	11	67380124	67383728
ENSG00000231799	RP13-93L13.2		pseudogene	9	92064473	92065669
ENSG00000231802	AC009502.1		pseudogene	2	220548752	220549517
ENSG00000231804	RP11-317B17.3		pseudogene	9	91099767	91100240
ENSG00000231808	RP11-143M1.4		lincRNA	9	112716	113754
ENSG00000231811	RP3-527G5.1		lincRNA	6	4345977	4347271
ENSG00000231815	AC007179.1		lincRNA	2	59662348	59669396
ENSG00000231816	RP4-782L23.1		lincRNA	1	60238467	60254520
ENSG00000231817	RP11-189B4.6		lincRNA	13	47029270	47060641
ENSG00000231822	AC019097.7		pseudogene	2	99718481	99719215
ENSG00000231824	C18orf42	chromosome 18 open reading frame 42	protein_coding	18	5145284	5197502
ENSG00000231826	AC016735.2		lincRNA	2	43254992	43266686
ENSG00000231827	RP11-216N14.5		pseudogene	1	153767649	153774567
ENSG00000231841	RP11-206F17.2		pseudogene	4	153848598	153849359
ENSG00000231842	RP11-527F13.1		lincRNA	6	126498339	126523385
ENSG00000231845	HMGB3P14	high mobility group box 3 pseudogene 14	pseudogene	3	133889331	133889929
ENSG00000231848	AC012354.8		pseudogene	2	45223552	45224012
ENSG00000231849	UBE2V2P4	ubiquitin-conjugating enzyme E2 variant 2 pseudogene 4	pseudogene	1	36707499	36707757
ENSG00000231852	CYP21A2	cytochrome P450, family 21, subfamily A, polypeptide 2	protein_coding	6	32006042	32009447
ENSG00000231859	AC007875.2		pseudogene	7	97535741	97536134
ENSG00000231861	OR5K2	olfactory receptor, family 5, subfamily K, member 2	protein_coding	3	98216448	98217496
ENSG00000231873	RP11-761N21.1		lincRNA	3	40807698	40904117
ENSG00000231892	AC073316.2		lincRNA	7	3236258	3237888
ENSG00000231901	RP11-281A20.1		lincRNA	9	120602600	120659534
ENSG00000231909	RP11-363E7.3		pseudogene	9	19460924	19464522
ENSG00000231916	AC006033.22		pseudogene	7	38350984	38351409
ENSG00000231918	AC007682.1		lincRNA	2	51259739	52635055
ENSG00000231924	PSG1	pregnancy specific beta-1-glycoprotein 1	protein_coding	19	43370616	43383974
ENSG00000231925	TAPBP	TAP binding protein (tapasin)	protein_coding	6	33267471	33282164
ENSG00000231940	RPS7P3	ribosomal protein S7 pseudogene 3	pseudogene	1	233424614	233425193
ENSG00000231942	HNRNPA1P36	heterogeneous nuclear ribonucleoprotein A1 pseudogene 36	pseudogene	8	82720007	82720961
ENSG00000231943	RP11-395L14.4		lincRNA	2	114285145	114300249
ENSG00000231952	DPY19L1P2	DPY19L1 pseudogene 2	pseudogene	7	32852369	32878182
ENSG00000231957	GNAI2P2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 pseudogene 2	pseudogene	10	79828381	79829296
ENSG00000231961	RP5-967N21.7		pseudogene	20	5945826	5946157
ENSG00000231966	RP11-12M5.4		lincRNA	1	179798744	179805259
ENSG00000231967	RP11-12D24.6		pseudogene	9	5356312	5356525
ENSG00000231971	RP11-557H15.3		lincRNA	6	134749378	134841723
ENSG00000231976	LINC00202-2	long intergenic non-protein coding RNA 202-2	lincRNA	10	26932098	26942383
ENSG00000231977	RP5-963E22.4		lincRNA	20	61798149	61812255
ENSG00000231982	RP11-573D15.1		pseudogene	3	186544338	186545126
ENSG00000231987	RP5-898J17.1		lincRNA	1	96719625	96839681
ENSG00000231991	ANXA2P2	annexin A2 pseudogene 2	pseudogene	9	33624223	33625532
ENSG00000232000	RP11-54D18.3		pseudogene	9	14987300	15146399
ENSG00000232001	AC108868.6		lincRNA	2	107159470	107160753
ENSG00000232002	AC093642.6		lincRNA	2	242989846	243026289
ENSG00000232004	CAP1P2	CAP1 pseudogene 2	pseudogene	10	44100291	44101699
ENSG00000232013	AC107021.1	HCG1786590; PRO2533; Uncharacterized protein 	protein_coding	3	145782358	145784130
ENSG00000232014	MTND1P13	MT-ND1 pseudogene 13	pseudogene	22	24347904	24349416
ENSG00000232018	AL132709.8		lincRNA	14	101426846	101433377
ENSG00000232019	AC074183.4		lincRNA	7	84568665	84569561
ENSG00000232022	RP5-1109J22.1		pseudogene	1	46897801	46911193
ENSG00000232023	AC009410.1		lincRNA	2	229347977	229476111
ENSG00000232024	LSM12P1	LSM12 pseudogene 1	pseudogene	8	35382694	35383281
ENSG00000232027	RP11-275F13.3		pseudogene	1	51837942	51838896
ENSG00000232028	AC007391.2		lincRNA	2	37552483	37553940
ENSG00000232032	AC079781.7		pseudogene	7	97537568	97537736
ENSG00000232037	RP11-26H16.1		pseudogene	1	22234591	22235073
ENSG00000232040	SCAND3	SCAN domain containing 3	protein_coding	6	28539407	28583989
ENSG00000232046	AC007392.3		lincRNA	2	66801162	66957289
ENSG00000232053	AC009784.3		lincRNA	7	135777673	136122174
ENSG00000232056	AC092687.4	Uncharacterized protein 	protein_coding	2	10987703	10995081
ENSG00000232060	RP11-255N24.4		pseudogene	9	30558878	30559479
ENSG00000232063	RP11-307E17.8		lincRNA	9	97094758	97123230
ENSG00000232070	TMEM253	transmembrane protein 253	protein_coding	14	21567174	21571883
ENSG00000232075	MRPL35P2	mitochondrial ribosomal protein L35 pseudogene 2	pseudogene	10	65394077	65394587
ENSG00000232077	LINC01031	long intergenic non-protein coding RNA 1031	lincRNA	1	193273875	193335083
ENSG00000232080	XXbac-BPG254F23.7		lincRNA	6	32685782	32686612
ENSG00000232097	AC079781.8		pseudogene	7	97567751	97568106
ENSG00000232098	CTD-2619J13.14		lincRNA	19	58915605	58919851
ENSG00000232100	RP11-152L7.2		lincRNA	1	218216847	218232482
ENSG00000232104	RP11-509J21.1		lincRNA	9	3526723	3671646
ENSG00000232112	TMA7	translation machinery associated 7 homolog (S. cerevisiae)	protein_coding	3	48485256	48485616
ENSG00000232115	RP11-123G9.1		pseudogene	10	59866184	59866640
ENSG00000232125	DYTN	dystrotelin	protein_coding	2	207516345	207583120
ENSG00000232135	RP3-461P17.6		pseudogene	20	44165435	44165653
ENSG00000232139	LINC00867	long intergenic non-protein coding RNA 867	lincRNA	10	120116620	120124615
ENSG00000232150	ST13P4	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 4	pseudogene	13	50746225	50747317
ENSG00000232153	AC073218.3		lincRNA	2	34960042	34962185
ENSG00000232166	RP4-799P18.5		pseudogene	1	234420718	234421287
ENSG00000232170	LINC00708	long intergenic non-protein coding RNA 708	lincRNA	10	8301294	8310268
ENSG00000232176	RP11-146N23.1		pseudogene	9	19200333	19201044
ENSG00000232187	FTH1P7	ferritin, heavy polypeptide 1 pseudogene 7	pseudogene	13	23270162	23270713
ENSG00000232196	MTRNR2L4	MT-RNR2-like 4	protein_coding	16	3421053	3422283
ENSG00000232202	AC098824.6		pseudogene	2	43053462	43054757
ENSG00000232203	SLC25A6P2	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 6 pseudogene 2	pseudogene	9	31253899	31254775
ENSG00000232208	RP3-477M7.5		pseudogene	1	8967452	8967803
ENSG00000232210	PHBP15	prohibitin pseudogene 15	pseudogene	7	74155796	74156460
ENSG00000232212	RP11-398M15.1		lincRNA	1	189744595	189784048
ENSG00000232215	OR2L6P	olfactory receptor, family 2, subfamily L, member 6 pseudogene	pseudogene	1	248166431	248167370
ENSG00000232218	RP1-149A16.16		pseudogene	22	32782655	32782855
ENSG00000232223	CNN2P10	calponin 2 pseudogene 10	pseudogene	1	166765503	166766420
ENSG00000232224	LINC00202-1	long intergenic non-protein coding RNA 202-1	lincRNA	10	27220135	27230930
ENSG00000232225	LINC01047	long intergenic non-protein coding RNA 1047	lincRNA	13	89867101	89889144
ENSG00000232228	RP11-77O7.1		pseudogene	2	69821873	69822190
ENSG00000232229	LINC00865	long intergenic non-protein coding RNA 865	lincRNA	10	91589267	91600618
ENSG00000232230	TPM4P1	tropomyosin 4 pseudogene 1	pseudogene	10	101874174	101874980
ENSG00000232233	RP11-573D15.2		lincRNA	3	186528669	186543310
ENSG00000232237	ASCL5	achaete-scute family bHLH transcription factor 5	protein_coding	1	201083081	201096312
ENSG00000232241	DYNLT3P1	dynein, light chain, Tctex-type 3 pseudogene 1	pseudogene	20	17459730	17460076
ENSG00000232243	RP11-408E5.5		lincRNA	13	19836937	19838013
ENSG00000232254	CSF2RBP1	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage) pseudogene 1	pseudogene	22	37346571	37349764
ENSG00000232259	RP11-4C20.3		lincRNA	10	129727640	129732781
ENSG00000232260	BTF3L4P1	basic transcription factor 3-like 4 pseudogene 1	pseudogene	21	18890841	18891311
ENSG00000232268	OR52I1	olfactory receptor, family 52, subfamily I, member 1	protein_coding	11	4615037	4616243
ENSG00000232270	INTS4L2	integrator complex subunit 4-like 2	pseudogene	7	65112955	65180636
ENSG00000232273	FTH1P1	ferritin, heavy polypeptide 1 pseudogene	pseudogene	1	38010364	38010895
ENSG00000232285	TCEB2P3	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B) pseudogene 3	pseudogene	2	49007741	49008034
ENSG00000232294	RP4-715N11.2		lincRNA	20	51288456	51307468
ENSG00000232300	FAM215B	family with sequence similarity 215, member B (non-protein coding)	sense_intronic	17	44636196	44640161
ENSG00000232303	RP11-205M20.7		pseudogene	9	32566146	32566388
ENSG00000232310	RP11-557H15.4		lincRNA	6	134846452	134980974
ENSG00000232311	RP1-249I4.2		lincRNA	6	110147725	110149988
ENSG00000232316	RP1-124C6.1		lincRNA	6	113749742	113754623
ENSG00000232320	AC009299.5		pseudogene	2	162197325	162197837
ENSG00000232324	AC008440.10		lincRNA	19	54368017	54369394
ENSG00000232325	AC093627.7		lincRNA	7	70972	71835
ENSG00000232328	AC011286.1		lincRNA	2	237642025	237663006
ENSG00000232333	RPS27AP2	ribosomal protein S27a pseudogene 2	pseudogene	20	17497488	17497952
ENSG00000232334	RP11-47G11.2		pseudogene	10	125763820	125764344
ENSG00000232341	RPL4P2	ribosomal protein L4 pseudogene 2	pseudogene	1	166716616	166717897
ENSG00000232344	AC087163.2		pseudogene	17	17913957	17915136
