ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanPredBeta
ENSG00000244474	UGT1A4	UDP glucuronosyltransferase 1 family, polypeptide A4 [Source:HGNC Symbol;Acc:12536]	protein_coding	2	234627467	234628333	0.000276286357618228
ENSG00000244476	ERVFRD-1	endogenous retrovirus group FRD, member 1 [Source:HGNC Symbol;Acc:33823]	protein_coding	6	11102722	11111965	0.000742043685921325
ENSG00000244480	AC005154.7		pseudogene	7	30562759	30564151	-0.00419534740209706
ENSG00000244482	LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6 [Source:HGNC Symbol;Acc:15495]	protein_coding	19	54740468	54746649	-0.00147126417777176
ENSG00000244485	RPL18P13	ribosomal protein L18 pseudogene 13 [Source:HGNC Symbol;Acc:35599]	pseudogene	16	76268953	76269521	-0.00191059611767048
ENSG00000244486	SCARF2	scavenger receptor class F, member 2 [Source:HGNC Symbol;Acc:19869]	protein_coding	22	20778874	20792146	-0.000375312212789439
ENSG00000244503	RP11-278L15.6		pseudogene	3	149212447	149213782	0.000158918335541386
ENSG00000244509	APOBEC3C	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C [Source:HGNC Symbol;Acc:17353]	protein_coding	22	39410088	39416357	0.000702847277228099
ENSG00000244510	GS1-124K5.7		pseudogene	7	65947788	65955095	0.00501535066241106
ENSG00000244515	KRT18P34	keratin 18 pseudogene 34 [Source:HGNC Symbol;Acc:33403]	pseudogene	3	156880452	156881721	-0.000832299224576972
ENSG00000244535	RP1-181J22.1		pseudogene	11	32779814	32780160	0.00565121436772315
ENSG00000244537	KRTAP4-2	keratin associated protein 4-2 [Source:HGNC Symbol;Acc:18900]	protein_coding	17	39333698	39334460	-0.000741535390361601
ENSG00000244538	RP11-10G12.1		pseudogene	4	22595819	22596073	0.002454941816204
ENSG00000244541	RP11-167H9.6		lincRNA	3	149956306	149957996	-0.000682348150469449
ENSG00000244556	ODCP	ornithine decarboxylase pseudogene [Source:HGNC Symbol;Acc:8110]	pseudogene	7	128668943	128670581	0.00265681307867541
ENSG00000244560	RP4-800G7.2		pseudogene	7	148982372	148994403	0.00669781078728433
ENSG00000244564	RP11-14D22.1		lincRNA	3	64434199	64440508	-0.000841087826646773
ENSG00000244567	AC096772.6		lincRNA	2	208686014	208687493	0.00212109920687611
ENSG00000244582	RPL21P120	ribosomal protein L21 pseudogene 120 [Source:HGNC Symbol;Acc:35743]	pseudogene	17	21407884	21408385	-0.00154220898477368
ENSG00000244588	RAD21L1	RAD21-like 1 (S. pombe) [Source:HGNC Symbol;Acc:16271]	protein_coding	20	1206700	1235145	-0.00153918841419145
ENSG00000244593	RP11-685B14.1		pseudogene	8	18240784	18241427	-0.00038747677771997
ENSG00000244604	RP11-713H12.1		pseudogene	17	8464548	8464894	-0.00472497702184692
ENSG00000244607	CCDC13	coiled-coil domain containing 13 [Source:HGNC Symbol;Acc:26358]	protein_coding	3	42749761	42814696	-0.00334854485757523
ENSG00000244615	PSPC1P2	paraspeckle component 1 pseudogene 2 [Source:HGNC Symbol;Acc:42643]	pseudogene	13	25140981	25144866	-0.00104860546199973
ENSG00000244617	ASPRV1	aspartic peptidase, retroviral-like 1 [Source:HGNC Symbol;Acc:26321]	protein_coding	2	70187226	70189394	-0.000860541565254592
ENSG00000244623	OR2AE1	olfactory receptor, family 2, subfamily AE, member 1 [Source:HGNC Symbol;Acc:15087]	protein_coding	7	99473610	99474680	0.00392526956725396
ENSG00000244625	CTA-211A9.5		lincRNA	22	27089644	27176170	-0.000155486596343445
ENSG00000244627	RP3-449O17.1		pseudogene	22	38731767	38794934	-0.000304559993253925
ENSG00000244641	RPS26P43	ribosomal protein S26 pseudogene 43 [Source:HGNC Symbol;Acc:36675]	pseudogene	11	122920495	122921061	0.000734548587491952
ENSG00000244650	RP11-501O2.3		lincRNA	3	147878698	147944393	0.00191621028996578
ENSG00000244657	GS1-124K5.8		pseudogene	7	65950082	65951519	-0.000970619552441447
ENSG00000244668	RP11-103G8.1		pseudogene	3	150438243	150438623	0.00369815367545884
ENSG00000244674	RPS3AP15	ribosomal protein S3a pseudogene 15 [Source:HGNC Symbol;Acc:35781]	pseudogene	3	75591300	75592080	0.000633419771758789
ENSG00000244682	FCGR2C	Fc fragment of IgG, low affinity IIc, receptor for (CD32) (gene/pseudogene) [Source:HGNC Symbol;Acc:15626]	polymorphic_pseudogene	1	161552880	161575452	-0.000908221742947907
ENSG00000244687	UBE2V1	ubiquitin-conjugating enzyme E2 variant 1 [Source:HGNC Symbol;Acc:12494]	protein_coding	20	48697661	48732496	0.000827241433304326
ENSG00000244691	RP11-600F24.2		pseudogene	14	103878456	103879098	0.00157164858483507
ENSG00000244693	CTAGE8	CTAGE family, member 8 [Source:HGNC Symbol;Acc:37294]	protein_coding	7	143963794	143966381	-0.00405439406820863
ENSG00000244694	PTCHD4	patched domain containing 4 [Source:HGNC Symbol;Acc:21345]	protein_coding	6	47845764	48036425	0.000410112812628274
ENSG00000244699	RP11-803B1.2		pseudogene	3	75433210	75440961	-3.20547019812386e-05
ENSG00000244712	RP11-874G11.1		pseudogene	12	28717611	28718074	0.000254320537862198
ENSG00000244716	RP11-20O24.4		pseudogene	1	109534878	109535489	0.00262012950695067
ENSG00000244722	RP11-179A18.1		pseudogene	3	110401133	110402001	0.00898413132390393
ENSG00000244723	ASLP1	argininosuccinate lyase pseudogene 1 [Source:HGNC Symbol;Acc:747]	pseudogene	22	23991400	23995521	-0.00091413486404519
ENSG00000244731	C4A	complement component 4A (Rodgers blood group) [Source:HGNC Symbol;Acc:1323]	protein_coding	6	31949801	31970458	0.0056269538116054
ENSG00000244733	RP11-506M13.3		lincRNA	10	81420647	81437248	0.000321671319638982
ENSG00000244734	HBB	hemoglobin, beta [Source:HGNC Symbol;Acc:4827]	protein_coding	11	5246694	5250625	-0.00449405977838375
ENSG00000244752	CRYBB2	crystallin, beta B2 [Source:HGNC Symbol;Acc:2398]	protein_coding	22	25615489	25627836	-0.000192374148763493
ENSG00000244753	RPL15P21	ribosomal protein L15 pseudogene 21 [Source:HGNC Symbol;Acc:36190]	pseudogene	17	10763852	10764779	-0.00192591383064266
ENSG00000244754	N4BP2L2	NEDD4 binding protein 2-like 2 [Source:HGNC Symbol;Acc:26916]	protein_coding	13	33006554	33112970	0.00289927582233451
ENSG00000244921	CTB-36O1.7		pseudogene	5	134258993	134259739	0.000759737160134343
ENSG00000244932	RP11-529F4.1		pseudogene	3	129100141	129112992	0.0024301339879499
ENSG00000244952	RP11-1000B6.5		lincRNA	15	32905934	32906403	0.00323808194188256
ENSG00000244953	RP11-613D13.8		lincRNA	11	43965889	43968756	0.000109932656428472
ENSG00000245017	RP11-181C3.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3V2P1]	protein_coding	12	98879322	98897633	-0.00330239961872616
ENSG00000245060	LINC00847	long intergenic non-protein coding RNA 847 [Source:HGNC Symbol;Acc:45050]	lincRNA	5	180257957	180262726	-0.000257908833821927
ENSG00000245149	RNF139-AS1	RNF139 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:48940]	lincRNA	8	125474726	125486817	0.00230947821659988
ENSG00000245156	RP11-867G23.3		lincRNA	11	66037303	66040063	-0.00299808760008539
ENSG00000245205	EEF1A1P4	eukaryotic translation elongation factor 1 alpha 1 pseudogene 4 [Source:HGNC Symbol;Acc:3199]	pseudogene	12	19609178	19610582	-0.000223488845539268
ENSG00000245317	CTC-241N9.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RGH1]	protein_coding	5	179286013	179288283	-0.000875679848735222
ENSG00000245330	KB-1471A8.1		lincRNA	8	120879659	120886728	-0.00243963605283704
ENSG00000245466	CTD-2540L5.6		lincRNA	14	71075515	71108015	-0.000864181264856397
ENSG00000245468	RP11-367J11.3		lincRNA	4	7096298	7105112	0.00233672157898383
ENSG00000245522	RP11-540A21.2		lincRNA	11	9776317	9781080	0.00267149770943226
ENSG00000245526	LINC00461	long intergenic non-protein coding RNA 461 [Source:HGNC Symbol;Acc:42810]	lincRNA	5	87803363	87986858	-0.00620917469771696
ENSG00000245532	NEAT1	nuclear paraspeckle assembly transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:30815]	lincRNA	11	65190245	65213011	0.00922332093675742
ENSG00000245556	CTD-2037K23.2		lincRNA	5	77638189	77656331	-0.00168492531228
ENSG00000245571	AP001258.4		lincRNA	11	58897606	58910488	0.000704019479098356
ENSG00000245651	RP11-620J15.2		lincRNA	12	58263618	58290265	-0.000281914289325229
ENSG00000245662	RP11-184E9.1		lincRNA	5	25190791	25306281	0.00117284261540559
ENSG00000245680	ZNF585B	zinc finger protein 585B [Source:HGNC Symbol;Acc:30948]	protein_coding	19	37672481	37708827	0.00126344594437804
ENSG00000245685	AF146191.4		lincRNA	4	190701490	190861426	-0.00153500555606532
ENSG00000245694	CRNDE	colorectal neoplasia differentially expressed (non-protein coding) [Source:HGNC Symbol;Acc:37078]	lincRNA	16	54952775	54963101	-0.000857811726651397
ENSG00000245719	RP11-34F13.2		lincRNA	15	68126900	68131217	0.00140705914204116
ENSG00000245729	RP11-480D4.1		lincRNA	5	8333596	8387750	0.0011796808268768
ENSG00000245750	RP11-279F6.1		lincRNA	15	69755365	69863775	0.00690205555489678
ENSG00000245768	RP11-410D17.2		lincRNA	16	58767816	59142878	-0.00502027607823825
ENSG00000245812	RP11-175K6.1		lincRNA	5	158527491	158544486	0.00261053714589183
ENSG00000245832	RP11-179A16.1		lincRNA	11	81590893	82429124	-0.00160744675708139
ENSG00000245848	CEBPA	CCAAT/enhancer binding protein (C/EBP), alpha [Source:HGNC Symbol;Acc:1833]	protein_coding	19	33792847	33793470	0.000374077427726343
ENSG00000245857	GS1-24F4.2		lincRNA	8	6693488	6742798	0.00422774423372501
ENSG00000245870	LINC00682	long intergenic non-protein coding RNA 682 [Source:HGNC Symbol;Acc:44466]	lincRNA	4	41878498	41884628	0.00377059010520668
ENSG00000245888	CTD-3203P2.2	HCG1815999; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQN9]	protein_coding	16	27280167	27301813	0.00231692161430446
ENSG00000245937	CTC-228N24.3		lincRNA	5	127276118	127418864	0.00282881148494116
ENSG00000245954	RP11-18H21.1		lincRNA	4	153021906	153025872	-0.00199766554994261
ENSG00000245958	RP11-33B1.1		pseudogene	4	120375946	120473180	-0.00786011751596354
ENSG00000245975	RP11-30K9.6		lincRNA	15	59060271	59063173	0.0028985200142513
ENSG00000246067	RAB30-AS1	RAB30 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:48672]	lincRNA	11	82783108	82817621	-0.00843156238452698
ENSG00000246082	NUDT16P	nudix (nucleoside diphosphate linked moiety X)-type motif 16 pseudogene 1 [Source:HGNC Symbol;Acc:27189]	pseudogene	3	131080742	131083966	-0.000994556709883537
ENSG00000246084	CTD-2506J14.1		lincRNA	14	97925153	98047938	-0.00163412045803722
ENSG00000246095	AC006445.8	long intergenic non-protein coding RNA 1096 [Source:HGNC Symbol;Acc:27739]	lincRNA	4	13547699	13549425	0.000980681262881476
ENSG00000246100	LINC00900	long intergenic non-protein coding RNA 900 [Source:HGNC Symbol;Acc:27444]	lincRNA	11	115624966	115631345	0.00179790513463608
ENSG00000246203	RP11-29H23.5		pseudogene	1	155585363	155620061	-0.000360301778462599
ENSG00000246211	RP11-632K5.3		lincRNA	11	74022407	74035750	-0.000294086762039587
ENSG00000246223	C14orf64	chromosome 14 open reading frame 64 [Source:HGNC Symbol;Acc:20111]	protein_coding	14	98391947	98444461	-0.000730375182250714
ENSG00000246331	RP11-77I22.2		lincRNA	12	30908008	30933673	-0.00112740698297405
ENSG00000246363	RP11-13A1.1		lincRNA	12	89404458	89413456	0.000873565038327218
ENSG00000246366	RP11-382J12.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E5RJX1]	protein_coding	8	71520812	71575514	-0.00308922331078609
ENSG00000246375	RP11-10L7.1		lincRNA	4	89206094	89252573	-0.00433371822051438
ENSG00000246379	RP11-461O7.1		lincRNA	16	56126899	56225006	-0.00371151027090834
ENSG00000246430	LINC00968	long intergenic non-protein coding RNA 968 [Source:HGNC Symbol;Acc:48727]	lincRNA	8	57430880	57472382	-0.00058195118223718
ENSG00000246465	RP11-57A19.2		lincRNA	16	28296206	28303385	0.00103304840432806
ENSG00000246523	RP11-736K20.6		lincRNA	11	86666661	86712001	-0.00322441279340468
ENSG00000246526	RP11-539L10.2		lincRNA	4	6689175	6692246	0.00128426447127027
ENSG00000246548	RP11-7F17.5		lincRNA	14	77507407	77535522	-0.00472812178538061
ENSG00000246575	AC093162.5		pseudogene	2	85542164	85543652	0.00283970526060201
ENSG00000246596	RP11-1277A3.2		pseudogene	5	177047474	177099210	-0.00311868572683619
ENSG00000246640	RP11-1094H24.4		lincRNA	17	48127713	48133103	6.67116490621752e-05
ENSG00000246705	H2AFJ	H2A histone family, member J [Source:HGNC Symbol;Acc:14456]	protein_coding	12	14927270	14930936	0.000509982101478069
ENSG00000246777	RP11-61A14.4		lincRNA	16	66785702	66788643	-0.000314922502576364
ENSG00000246898	LINC00920	long intergenic non-protein coding RNA 920 [Source:HGNC Symbol;Acc:48611]	lincRNA	16	66442427	66446038	-0.00269812402429913
ENSG00000246922	UBAP1L	ubiquitin associated protein 1-like [Source:HGNC Symbol;Acc:40028]	protein_coding	15	65385338	65407535	0.000589508622473765
ENSG00000247011	RP11-700H6.1		lincRNA	17	49012350	49022074	0.00126544972625438
ENSG00000247077	PGAM5	phosphoglycerate mutase family member 5 [Source:HGNC Symbol;Acc:28763]	protein_coding	12	133287405	133299228	0.00129469482359341
ENSG00000247095	MIR210HG	MIR210 host gene (non-protein coding) [Source:HGNC Symbol;Acc:39524]	lincRNA	11	565660	568457	0.00160375863138818
ENSG00000247121	CTD-2260A17.2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RER1]	protein_coding	5	96149731	96271097	-0.00162992130618265
ENSG00000247134	RP11-11N9.4		lincRNA	8	32853696	32902373	-0.00115866893271059
ENSG00000247157	RP11-434C1.1		lincRNA	12	11700964	11743303	-0.0107070923792778
ENSG00000247270	AC132186.1	CDNA FLJ27243 fis, clone SYN08134; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:Q6ZNS3]	protein_coding	16	66516775	66519706	-0.000919718309085562
ENSG00000247317	RP11-273G15.2		lincRNA	8	144063155	144099854	0.00316583513548938
ENSG00000247363	RP11-637A17.2		lincRNA	12	69068151	69081535	-0.00308498453550769
ENSG00000247373	RP11-486O12.2		lincRNA	12	124066767	124069662	-0.00135398464410883
ENSG00000247400	DNAJC3-AS1	DNAJC3 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:39808]	lincRNA	13	96300987	96329179	-0.00313276050171934
ENSG00000247516	MIR4458HG	MIR4458 host gene (non-protein coding) [Source:HGNC Symbol;Acc:49008]	lincRNA	5	8450856	8463208	0.0018091949227906
ENSG00000247570	SDCBPP2	syndecan binding protein (syntenin) pseudogene 2 [Source:HGNC Symbol;Acc:44686]	pseudogene	8	70855183	70856883	-0.00239917928213547
ENSG00000247596	TWF2	twinfilin actin-binding protein 2 [Source:HGNC Symbol;Acc:9621]	protein_coding	3	52262626	52273273	-0.000729845249059886
ENSG00000247624	CPEB2-AS1	CPEB2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:49082]	lincRNA	4	14911585	15003669	-0.00157828456774998
ENSG00000247626	MARS2	methionyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:25133]	protein_coding	2	198570087	198573113	-0.000969392010697257
ENSG00000247627	MTND4P12	MT-ND4 pseudogene 12 [Source:HGNC Symbol;Acc:42199]	pseudogene	5	134262350	134263719	-0.00252270077471818
ENSG00000247732	RP11-404K5.1		pseudogene	5	7290936	7296458	-0.00277757057596641
ENSG00000247765	RP11-32B5.7		lincRNA	15	21941147	21968151	-0.0017805423034089
ENSG00000247810	RP11-103J17.1		lincRNA	4	37080199	37127046	0.00205683549795958
ENSG00000247872	SPCS2P3	signal peptidase complex subunit 2 homolog (S. cerevisiae) pseudogene 3 [Source:HGNC Symbol;Acc:45236]	pseudogene	5	816461	817116	-0.00125920698875597
ENSG00000247970	RP11-543C4.1		lincRNA	14	100070893	100092077	0.00126657898121316
ENSG00000247982	LINC00926	long intergenic non-protein coding RNA 926 [Source:HGNC Symbol;Acc:27514]	lincRNA	15	57592563	57599959	-0.00393242347208174
ENSG00000248050	RP11-422N16.3	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:E9PRT3]	protein_coding	8	110656344	110660313	3.7890872558565e-05
ENSG00000248079	DPH6-AS1	DPH6 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:44147]	lincRNA	15	35838396	36151202	-0.00267279394025033
ENSG00000248098	BCKDHA	branched chain keto acid dehydrogenase E1, alpha polypeptide [Source:HGNC Symbol;Acc:986]	protein_coding	19	41903385	41930910	0.00300106535381171
ENSG00000248099	INSL3	insulin-like 3 (Leydig cell) [Source:HGNC Symbol;Acc:6086]	protein_coding	19	17927321	17932383	0.00309281853465024
ENSG00000248100	RP11-709A23.1		lincRNA	12	27699983	27705706	0.00122061650714392
ENSG00000248103	CTC-338M12.9		lincRNA	5	180708376	180710653	0.000952603745223467
ENSG00000248107	CTC-339D2.1		lincRNA	5	125515270	125529543	-0.00213635513086272
ENSG00000248112	RP11-78C3.1		lincRNA	5	82215195	82216938	-0.00125334505312801
ENSG00000248118	LINC01019	long intergenic non-protein coding RNA 1019 [Source:HGNC Symbol;Acc:27742]	lincRNA	5	3417266	3536208	-0.000470353617519426
ENSG00000248121	SMURF2P1	SMAD specific E3 ubiquitin protein ligase 2 pseudogene 1 [Source:HGNC Symbol;Acc:44402]	pseudogene	17	28927814	28942998	-0.000698287033507607
ENSG00000248122	APOOP4	apolipoprotein O pseudogene 4 [Source:HGNC Symbol;Acc:48742]	pseudogene	4	69170061	69170657	0.00754044165281868
ENSG00000248124	RRN3P1	RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene 1 [Source:HGNC Symbol;Acc:30548]	pseudogene	16	21807951	21831731	-0.00306503640012924
ENSG00000248125	CTB-73N10.1		lincRNA	5	144809431	144830662	-0.00430462309483255
ENSG00000248126	CTD-2012J19.2		pseudogene	5	1598242	1598362	0.000465484242231066
ENSG00000248127	CTC-235G5.3		lincRNA	5	75377771	75380011	0.00409173989128913
ENSG00000248132	CTD-2037L6.2		lincRNA	5	57403909	57418168	0.00120421712271686
ENSG00000248144	ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:251]	polymorphic_pseudogene	4	100257649	100274184	0.00717090204136963
ENSG00000248150	RP1-167G20.1		lincRNA	5	16373470	16440190	-0.00526046807775031
ENSG00000248159	HSPA8P11	heat shock 70kDa protein 8 pseudogene 11 [Source:HGNC Symbol;Acc:44926]	pseudogene	8	30094898	30098513	-0.00190453966070895
ENSG00000248161	RP11-499E18.1		lincRNA	4	103339759	103371167	0.00151186020771907
ENSG00000248173	RP11-659O3.1		lincRNA	4	116843171	117218316	0.00352885818766939
ENSG00000248174	RP11-148L24.1		lincRNA	4	175015811	175141549	0.00455153784522063
ENSG00000248175	CTC-428G20.3		lincRNA	5	114539713	114541943	-0.00062337409192364
ENSG00000248184	RP11-231C18.1		lincRNA	4	55199059	55222121	-0.00129909115687093
ENSG00000248185	CTD-2049O17.1		pseudogene	5	62597350	62597883	0.00394327951576569
ENSG00000248187	RP11-184M15.1		lincRNA	4	129489127	129491686	0.00121169459285421
ENSG00000248188	RP11-442P12.2		pseudogene	4	15744819	15745205	0.00274769896129961
ENSG00000248196	RP11-476C8.2		pseudogene	4	88087996	88088886	-0.00320315605111655
ENSG00000248197	LINC00290	long intergenic non-protein coding RNA 290 [Source:HGNC Symbol;Acc:38515]	lincRNA	4	181985242	182080302	-0.00208764895410316
ENSG00000248202	RP11-455B3.1		lincRNA	5	97217124	97258399	-0.000646942045213854
ENSG00000248208	RP11-153M7.1		pseudogene	4	154579724	154580805	-0.000117128218265664
ENSG00000248213	CICP16	capicua transcriptional repressor pseudogene 16 [Source:HGNC Symbol;Acc:38550]	pseudogene	4	119557056	119559937	-0.00286869006326704
ENSG00000248223	CTD-2139B15.2		lincRNA	5	17354734	17355008	0.00180740415935113
ENSG00000248227	RP11-83C7.1		lincRNA	4	38368535	38387380	-0.00170948189667531
ENSG00000248229	RP11-366M4.12		pseudogene	4	165908417	165908939	0.00581756593772976
ENSG00000248243	RP11-93K22.13		lincRNA	3	129808276	129813147	0.000125852670098353
ENSG00000248265	RP11-834C11.3		lincRNA	12	54452038	54516018	0.00360110746167144
ENSG00000248278	RP11-463M16.4	SUMO2 pseudogene 17 [Source:HGNC Symbol;Acc:49358]	pseudogene	17	46952222	46986345	0.00664483299447606
ENSG00000248280	RP11-33B1.2		pseudogene	4	120361716	120371312	0.00170135538853086
ENSG00000248287	SCGB1D5P	secretoglobin, family 1D, member 5, pseudogene [Source:HGNC Symbol;Acc:42735]	pseudogene	4	166438407	166438653	-0.00311975318318304
ENSG00000248290	TNXA	tenascin XA (pseudogene) [Source:HGNC Symbol;Acc:11975]	pseudogene	6	31976391	31980249	-0.0031816461475215
ENSG00000248294	CTD-2023N9.2		lincRNA	5	56869854	56910168	0.000842696700601637
ENSG00000248300	RP11-74M11.2		lincRNA	4	11742572	11771092	0.000640000347101492
ENSG00000248302	Z95704.4		pseudogene	4	48991	50018	-0.000483916390000472
ENSG00000248323	LUCAT1	lung cancer associated transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:48498]	lincRNA	5	90598846	90610148	0.0012810869471255
ENSG00000248333	CDK11B	cyclin-dependent kinase 11B [Source:HGNC Symbol;Acc:1729]	protein_coding	1	1570640	1590473	-0.000826101691817787
ENSG00000248334	WHAMMP2	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2 [Source:HGNC Symbol;Acc:32360]	pseudogene	15	28982729	29002537	-0.00143064237837762
ENSG00000248338	RP11-472K22.2		lincRNA	4	29216020	29222784	0.000634552692200371
ENSG00000248346	RP11-292D4.1		lincRNA	4	147878590	147896609	0.00104414116533115
ENSG00000248359	CTC-537E7.2		lincRNA	5	67827517	67829357	0.00438653520116217
ENSG00000248360	LINC00504	long intergenic non-protein coding RNA 504 [Source:HGNC Symbol;Acc:43555]	lincRNA	4	14472089	14889793	-0.00236119544250268
ENSG00000248365	POU5F1P7	POU class 5 homeobox 1 pseudogene 7 [Source:HGNC Symbol;Acc:33313]	pseudogene	3	97838035	97838575	-0.000565878010452227
ENSG00000248370	RP11-366H4.1		lincRNA	4	189081219	189082293	-0.00627364826993763
ENSG00000248373	RP11-556I14.1		lincRNA	4	105828514	106041157	-4.96517583586953e-05
ENSG00000248375	RP11-177B4.1		pseudogene	4	53586519	53586998	-0.00315121475001157
ENSG00000248377	HMGN1P9	high mobility group nucleosome binding domain 1 pseudogene [Source:HGNC Symbol;Acc:39352]	pseudogene	3	134104039	134104336	0.00286606078165162
ENSG00000248383	PCDHAC1	protocadherin alpha subfamily C, 1 [Source:HGNC Symbol;Acc:8676]	protein_coding	5	140306302	140309385	0.000768913482385137
ENSG00000248385	TARM1	T cell-interacting, activating receptor on myeloid cells 1 [Source:HGNC Symbol;Acc:37250]	protein_coding	19	54573149	54584634	0.00377225253615364
ENSG00000248391	CTD-2010I22.2		lincRNA	5	29380403	29396088	0.000726364501583827
ENSG00000248397	LINC00498	long intergenic non-protein coding RNA 498 [Source:HGNC Symbol;Acc:43435]	lincRNA	4	139220010	139233812	-0.00186470586209555
ENSG00000248401	RP11-576N17.3		pseudogene	4	84168367	84169359	-0.00131662510971537
ENSG00000248406	CTD-3105H18.4		pseudogene	19	12490560	12494501	-0.000595118329191016
ENSG00000248408	RP11-452C8.1		lincRNA	4	80584915	80617991	-0.00307400132186493
ENSG00000248409	KB-1269D1.8		pseudogene	22	23735021	23736026	0.0017961885524513
ENSG00000248415	GAPDHP61	glyceraldehyde 3 phosphate dehydrogenase pseudogene 61 [Source:HGNC Symbol;Acc:4155]	pseudogene	15	64820866	64821870	-0.00165499062263112
ENSG00000248428	CTC-551A13.1		lincRNA	5	110306650	110344598	0.0185788920789104
ENSG00000248441	CTD-2536I1.1		lincRNA	15	95819690	95870358	-0.000305256042542087
ENSG00000248447	RP11-633G11.1		pseudogene	4	65900352	65901735	4.46210627428659e-05
ENSG00000248449	PCDHGB8P	protocadherin gamma subfamily B, 8 pseudogene [Source:HGNC Symbol;Acc:8715]	pseudogene	5	140805853	140808219	0.00304947351593006
ENSG00000248455	RP11-321E2.3		lincRNA	5	17404128	17441803	-0.000966779551766955
ENSG00000248457	RP11-419C19.2		lincRNA	5	12914180	13032998	-0.00263506720290476
ENSG00000248458	AL139147.1	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F5H5J5]	protein_coding	1	67131547	67142686	-0.000331609535584458
ENSG00000248469	RP11-826N14.2	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:D6RHG6]	protein_coding	5	175476681	175489024	0.00145961193096671
ENSG00000248474	CTD-2292M14.1		lincRNA	5	73379893	73399041	-0.00465267380392341
ENSG00000248477	RP11-848G14.2		pseudogene	5	68902926	68919876	0.0111420946313192
ENSG00000248479	RP11-807H7.2		lincRNA	4	66567920	66571271	-0.00568149797683106
ENSG00000248483	POU5F2	POU domain class 5, transcription factor 2 [Source:HGNC Symbol;Acc:26367]	protein_coding	5	93070508	93077343	0.00125572487681174
ENSG00000248485	PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:20448]	protein_coding	1	161228517	161255240	0.000785466530029967
ENSG00000248486	RP1-137K24.1		lincRNA	5	15192248	15266650	0.00138415636886481
ENSG00000248487	ABHD14A	abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:24538]	protein_coding	3	52005442	52015212	-0.000357301255357604
ENSG00000248489	CTD-2007H13.3		lincRNA	5	98264875	98330717	0.00100824923960534
ENSG00000248491	RP11-125O18.1		lincRNA	4	128018046	128391724	-0.00374911074022288
ENSG00000248498	ASNSP1	asparagine synthetase pseudogene 1 [Source:HGNC Symbol;Acc:754]	pseudogene	8	47490835	47526145	-0.00121430160081357
ENSG00000248508	SRP14-AS1	SRP14 antisense RNA1 (head to head) [Source:HGNC Symbol;Acc:48619]	lincRNA	15	40331512	40359491	0.00160951413142886
ENSG00000248515	RP11-608O21.1		lincRNA	4	19457059	19911315	0.000206631255301713
ENSG00000248516	RP11-265O12.1		lincRNA	4	4323689	4335909	0.00131830551799212
ENSG00000248517	RP11-386B13.4		lincRNA	4	185910151	185926340	0.0041210044451787
ENSG00000248518	RP11-231C18.2		lincRNA	4	55242169	55242919	-0.00575286626944916
ENSG00000248521	RP11-174F8.1		pseudogene	4	151343797	151344794	-0.00186006059379947
ENSG00000248527	MTATP6P1	mitochondrially encoded ATP synthase 6 pseudogene 1 [Source:HGNC Symbol;Acc:44575]	pseudogene	1	569122	569755	-0.00161541352470722
ENSG00000248528	CTC-458G6.2		lincRNA	5	92242887	92275298	-0.00014097403716679
ENSG00000248533	CTD-2130F23.1		lincRNA	5	37953504	37967066	-0.0088484569563846
ENSG00000248538	RP11-10A14.5		lincRNA	8	9046521	9060364	0.000458147197310188
ENSG00000248540	RP11-247C2.2	HCG2004779; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BQQ5]	protein_coding	15	74418256	74421619	0.000586687810419432
ENSG00000248546	ANP32C	acidic (leucine-rich) nuclear phosphoprotein 32 family, member C [Source:HGNC Symbol;Acc:16675]	pseudogene	4	165118159	165118863	-0.00253375374971412
