ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	n	p.HMP	p.EBM	P	log10maxP
ENSG00000234585	CCT6P3	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 3	pseudogene	7	64498738	64535091	50	0.993748177477022	0.557746898626753	0.993748177477022	0.00272365482593698
ENSG00000234589	RP11-253E3.1		pseudogene	12	3180698	3181314	4	0.672129164793316	0.729953542275265	0.729953542275265	0.136704779572064
ENSG00000234602	MCIDAS	multiciliate differentiation and DNA synthesis associated cell cycle protein	protein_coding	5	54515442	54523143	4	0.471047417132449	0.597864289775555	0.597864289775555	0.22339738606234
ENSG00000234608	MAPKAPK5-AS1	MAPKAPK5 antisense RNA 1	lincRNA	12	112277588	112280706	3	0.349634112639493	0.336441147460109	0.349634112639493	0.456386201299792
ENSG00000234618	RPSAP9	ribosomal protein SA pseudogene 9	pseudogene	9	79013615	79014502	10	0.744443754631419	0.61558134268734	0.744443754631419	0.128168109162254
ENSG00000234630	LL22NC03-2H8.4		lincRNA	22	22648098	22649159	28	0.997846218985172	0.898970961013512	0.997846218985172	0.000936383955323594
ENSG00000234645	AC097523.2	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon pseudogene 5	pseudogene	2	139045599	139046363	3	0.743859266115424	0.954058853631266	0.954058853631266	0.0204248338714598
ENSG00000234648	AL162151.3		pseudogene	14	99439651	99439808	2	0.552395253814235	0.585732258709319	0.585732258709319	0.232300856911676
ENSG00000234655	OR7E155P	olfactory receptor, family 7, subfamily E, member 155 pseudogene	pseudogene	13	42013952	42015035	3	0.0134859245755843	0.00819092047214132	0.0134859245755843	1.87011927358561
ENSG00000234664	HMGN2P5	high mobility group nucleosomal binding domain 2 pseudogene 5	pseudogene	15	30022917	30023189	3	0.0915279273115854	0.192357403683419	0.192357403683419	0.715891093386409
ENSG00000234667	ACTBP13	actin, beta pseudogene 13	pseudogene	3	49910780	49915413	4	0.681721034463097	0.552388367291734	0.681721034463097	0.166393305663684
ENSG00000234689	LINC00444	long intergenic non-protein coding RNA 444	lincRNA	13	48479464	48481492	2	0.649682066053378	0.77316195397913	0.77316195397913	0.111729525030777
ENSG00000234690	AC073283.4		lincRNA	2	47419544	47572213	5	0.769091041766935	0.803065399941197	0.803065399941197	0.0952490852605295
ENSG00000234709	UPF3AP3	UPF3A pseudogene 3	pseudogene	9	102760583	102761351	4	0.777414167135105	0.878690065378883	0.878690065378883	0.0561642837791433
ENSG00000234710	AC060834.3		lincRNA	7	9776951	9809142	2	0.336341099804518	0.248414704845224	0.336341099804518	0.473220060048748
ENSG00000234719	RP11-166B2.1	Putative NPIP-like protein LOC729978 	protein_coding	16	12021230	12070500	48	0.999289710552124	0.74877270464412	0.999289710552124	0.000308584392863962
ENSG00000234722	AC073236.3		lincRNA	7	153097005	153111048	3	0.661563881402796	0.743063482022835	0.743063482022835	0.128974081643871
ENSG00000234735	AL022237.3		pseudogene	22	43488173	43488530	2	0.417203901062895	0.358233218153925	0.417203901062895	0.379651639358239
ENSG00000234742	AC144530.1		pseudogene	3	197577271	197577825	2	0.312837731544891	0.215084493382533	0.312837731544891	0.504680871937314
ENSG00000234743	EIF5AP4	eukaryotic translation initiation factor 5A pseudogene 4	pseudogene	10	82006975	82007439	2	0.684161106555442	0.914924312716648	0.914924312716648	0.0386148315391086
ENSG00000234745	HLA-B	major histocompatibility complex, class I, B	protein_coding	6	31321649	31324219	35	0.000592185501692085	6.69447362747748e-05	0.000592185501692085	3.22754222952389
ENSG00000234750	CTD-2666L21.2		pseudogene	19	12395152	12396000	5	0.66534980201845	0.784609700272173	0.784609700272173	0.105346326911765
ENSG00000234754	RP11-421L10.1		lincRNA	1	221503422	221509638	6	0.246231881716047	0.438407197548539	0.438407197548539	0.358122324437113
ENSG00000234756	RP11-120C12.3		lincRNA	10	64049280	64063792	2	0.476234660678133	0.408107388733226	0.476234660678133	0.322178999537066
ENSG00000234761	RP11-38O14.5		pseudogene	1	202955685	202957710	2	0.699838255742551	0.956126990229519	0.956126990229519	0.0194844220614951
ENSG00000234769	WASH4P	WAS protein family homolog 4 pseudogene	protein_coding	16	64094	69452	3	0.285561565802978	0.190174592195667	0.285561565802978	0.544300245365465
ENSG00000234770	GULOP	gulonolactone (L-) oxidase, pseudogene	pseudogene	8	27417791	27446590	3	0.629390383633855	0.554280277030194	0.629390383633855	0.201079896895721
ENSG00000234773	CTD-2666L21.1		lincRNA	19	12305830	12348582	4	0.487824999827122	0.640044476478171	0.640044476478171	0.193789845988142
ENSG00000234776	C11orf94	chromosome 11 open reading frame 94	protein_coding	11	45928085	45928833	3	0.695476002576546	0.824570655833632	0.824570655833632	0.0837721245871571
ENSG00000234782	RP11-442A13.1	tumor protein, translationally-controlled 1 pseudogene 9	pseudogene	9	120845142	120845660	2	0.725401280786989	0.994450900711517	0.994450900711517	0.00241665454703837
ENSG00000234797	RPS3AP6	ribosomal protein S3A pseudogene 6	pseudogene	15	60060543	60061347	4	0.0841729572633511	0.10134070896731	0.10134070896731	0.994216061763193
ENSG00000234801	MORF4	mortality factor 4	pseudogene	4	174537087	174538057	3	0.196531816235533	0.396822850624083	0.396822850624083	0.401403327409459
ENSG00000234805	AC090505.5		pseudogene	3	194476318	194478151	3	0.487438079854415	0.579093000068376	0.579093000068376	0.237251684678181
ENSG00000234807	RP4-794H19.2	long intergenic non-protein coding RNA 1135	lincRNA	1	59250823	59365384	2	0.601363330641752	0.676891503096374	0.676891503096374	0.169480937493108
ENSG00000234810	RP11-466L17.1		lincRNA	1	56046710	56200675	4	0.0375481112320807	0.0414731720323656	0.0414731720323656	1.38223274680455
ENSG00000234814	SVILP1	supervillin pseudogene 1	pseudogene	10	30960495	31006195	4	0.767941185441492	0.918223301748714	0.918223301748714	0.0370516903409861
ENSG00000234840	RP11-399D6.2		lincRNA	9	22646199	22824212	29	0.683442244590945	0.382797046822453	0.683442244590945	0.165298180313799
ENSG00000234841	RP11-119H12.4		pseudogene	4	113747463	113748763	4	0.671114804738928	0.720530040396705	0.720530040396705	0.142347907831874
ENSG00000234842	AC007163.8		pseudogene	2	202414354	202415030	13	0.428811810906716	0.37344015987563	0.428811810906716	0.367733261232796
ENSG00000234851	RP11-3P17.3		pseudogene	3	161146998	161147132	4	0.691101128086907	0.830986463170436	0.830986463170436	0.080406050846775
ENSG00000234880	LINC00163	long intergenic non-protein coding RNA 163	lincRNA	21	46409779	46414001	3	0.354630480535731	0.313503081468156	0.354630480535731	0.450223939463884
ENSG00000234882	EIF3EP1	eukaryotic translation initiation factor 3, subunit E pseudogene 1	pseudogene	6	74001685	74003000	31	0.0735112831003056	0.29857804801125	0.29857804801125	0.524942125539449
ENSG00000234883	MIR155HG	MIR155 host gene (non-protein coding)	lincRNA	21	26934221	26947480	3	0.138376733203003	0.225066793602433	0.225066793602433	0.647688576163583
ENSG00000234896	OR7E62P	olfactory receptor, family 7, subfamily E, member 62 pseudogene	pseudogene	2	71282657	71283133	8	0.219459877383368	0.153070314181919	0.219459877383368	0.658644867785258
ENSG00000234902	AC007879.2		lincRNA	2	208051441	208100790	7	0.840648448005221	0.742686899572151	0.840648448005221	0.0753855844768948
ENSG00000234906	APOC2	apolipoprotein C-II	protein_coding	19	45450460	45452822	4	0.00306409078524643	0.00715666554335479	0.00715666554335479	2.14528927845037
ENSG00000234917	RP5-994D16.3		lincRNA	1	43144406	43147325	5	0.132232141113577	0.115070599644016	0.132232141113577	0.878662969875425
ENSG00000234918	RP11-20F24.2		lincRNA	10	37529815	37530977	2	0.55723844216444	0.549616751350283	0.55723844216444	0.253958930575426
ENSG00000234925	RP11-254B13.3		pseudogene	12	69036299	69036773	2	0.674945710363077	0.886684469679535	0.886684469679535	0.0522308981570582
ENSG00000234928	AP000344.3		lincRNA	22	23775751	23777258	21	0.859428625943784	0.79918546849657	0.859428625943784	0.0657901848825349
ENSG00000234944	RP11-124O11.1		lincRNA	10	43366969	43369508	2	0.664352431581921	0.813562083859625	0.813562083859625	0.0896092999504196
ENSG00000234949	AC104667.3		protein_coding	2	238499737	238504624	5	0.825366675949613	0.949140258930993	0.949140258930993	0.0226696050871485
ENSG00000234956	RP11-356I2.1		lincRNA	6	138051307	138060120	2	0.473105298513293	0.47462297463116	0.47462297463116	0.323651243122387
ENSG00000234965	SHISA8	shisa family member 8	protein_coding	22	42307297	42310570	2	0.539091678128366	0.546701848419175	0.546701848419175	0.26224945774025
ENSG00000234975	FTH1P2	ferritin, heavy polypeptide 1 pseudogene 2	pseudogene	1	228823162	228823574	2	0.470782745580443	0.496569436735494	0.496569436735494	0.304020014273195
ENSG00000234981	RP11-534L20.4		pseudogene	1	206702248	206703039	2	0.428133945839109	0.428928904021301	0.428928904021301	0.367614687185968
ENSG00000234993	CUBNP2	cubilin (intrinsic factor-cobalamin receptor) pseudogene 2	pseudogene	10	45727474	45742809	2	0.553734558619938	0.571394915311853	0.571394915311853	0.24306362860471
ENSG00000234996	RP11-480I12.7		lincRNA	1	202830882	202844369	2	0.422905666094903	0.34017691988554	0.422905666094903	0.373756496131734
ENSG00000235007	RP11-344B5.4		lincRNA	9	132020633	132022125	2	0.477551338004955	0.447429191809255	0.477551338004955	0.320979933789571
ENSG00000235021	RP11-439E19.7		lincRNA	1	246853349	246855123	14	0.804216438838359	0.596783366204275	0.804216438838359	0.0946270538098035
ENSG00000235034	C19orf81	chromosome 19 open reading frame 81	protein_coding	19	51152702	51162567	4	0.243973841404585	0.383111767905562	0.383111767905562	0.416674507745567
ENSG00000235036	RP5-1099D15.1		pseudogene	20	10593509	10594877	2	0.457932455541051	0.387743105047344	0.457932455541051	0.339198575160052
ENSG00000235043	TECRP1	trans-2,3-enoyl-CoA reductase pseudogene 1	pseudogene	4	87870818	87871276	3	0.0621516728023131	0.0919257988150451	0.0919257988150451	1.03656258751884
ENSG00000235045	RP5-1160K1.1	ribosomal protein L7 pseudogene 8	pseudogene	1	110193992	110194721	3	0.144282167421195	0.056378176394267	0.144282167421195	0.840787342289391
ENSG00000235049	LINC00940	long intergenic non-protein coding RNA 940	lincRNA	12	2038368	2045740	13	0.260849494844995	0.185418840413073	0.260849494844995	0.583609999985285
ENSG00000235052	RP1-150O5.3		lincRNA	1	23875630	23877406	2	0.653952477920167	0.838372573333604	0.838372573333604	0.0765629377132875
ENSG00000235070	AC068138.1		lincRNA	2	227044760	227050087	2	0.594210905418802	0.661559592220106	0.661559592220106	0.179431029168572
ENSG00000235076	GAPDHP52	glyceraldehyde 3 phosphate dehydrogenase pseudogene 52	pseudogene	13	21932512	21933453	6	0.219908044063344	0.137030413598139	0.219908044063344	0.657758884197977
ENSG00000235081	AC010492.2		pseudogene	19	54732911	54734088	16	0.0131633469440211	0.00408762528063459	0.0131633469440211	1.88063367192942
ENSG00000235084	CHCHD2P6	coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 6	pseudogene	1	15931077	15931538	2	0.105457970871813	0.165296089496228	0.165296089496228	0.781737420659033
ENSG00000235091	WI2-85898F10.1		lincRNA	22	46271879	46283628	2	0.585113696421875	0.641894775009516	0.641894775009516	0.1925361594361
ENSG00000235097	LINC00330	long intergenic non-protein coding RNA 330	lincRNA	13	45373639	45383766	7	0.828206470312456	0.964866106128076	0.964866106128076	0.015532949251261
ENSG00000235098	ANKRD65	ankyrin repeat domain 65	protein_coding	1	1353800	1357149	35	0.755510517004654	0.767376709451902	0.767376709451902	0.114991386151537
ENSG00000235100	RP11-80H5.9		lincRNA	10	91426938	91459428	19	0.951447634327429	0.784285102367996	0.951447634327429	0.0216151093721962
ENSG00000235101	SETP9	SET pseudogene 9	pseudogene	1	160639938	160640567	2	0.375093589166887	0.346617173110676	0.375093589166887	0.425860358438555
ENSG00000235105	RP11-329A14.1		pseudogene	1	48901639	48902895	3	0.248548420491346	0.318533338617328	0.318533338617328	0.496845106437522
ENSG00000235109	ZSCAN31	zinc finger and SCAN domain containing 31	protein_coding	6	28292470	28324048	38	0.968920549193665	0.612383229510836	0.968920549193665	0.0137118333325476
ENSG00000235117	RP11-229P13.20		lincRNA	9	139931492	139932407	19	0.954261980142336	0.714980967418905	0.954261980142336	0.0203323790581414
ENSG00000235126	AC128709.3		lincRNA	3	197171932	197185194	2	0.00361005286944861	0.00806713699045157	0.00806713699045157	2.09328056811071
ENSG00000235127	AC068286.1		lincRNA	2	15026771	15047788	2	0.437703194571694	0.368478200542449	0.437703194571694	0.358820283682075
ENSG00000235128	AC013474.4		pseudogene	2	127437198	127437996	2	0.253685906692485	0.148645393207961	0.253685906692485	0.595703658973366
ENSG00000235140	RP11-135D11.2		lincRNA	10	61348908	61371006	4	0.70772653438387	0.848650386420781	0.848650386420781	0.0712711866927997
ENSG00000235142	RP1-60O19.1		lincRNA	6	107165327	107235416	4	0.652751781474455	0.549045126866321	0.652751781474455	0.185251934237351
ENSG00000235145	RP11-533E19.3		pseudogene	1	179937821	179938641	2	0.115340978808303	0.185870281187044	0.185870281187044	0.730790044054075
ENSG00000235150	RCBTB2P1	regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2 pseudogene 1	pseudogene	10	90545357	90546818	2	0.641509787859428	0.800772033942807	0.800772033942807	0.0964911025072605
ENSG00000235160	AC009878.2		lincRNA	15	26640219	26691921	3	0.569583500347893	0.513930169331816	0.569583500347893	0.244442599798957
ENSG00000235162	C12orf75	chromosome 12 open reading frame 75	protein_coding	12	105629068	105789875	14	0.890322138539722	0.81349385320863	0.890322138539722	0.0504528274257221
ENSG00000235169	SMIM1	small integral membrane protein 1 (Vel blood group)	protein_coding	1	3689352	3692546	7	0.875337400195653	0.969255779860592	0.969255779860592	0.0135616005306291
ENSG00000235172	CTB-114C7.3		lincRNA	5	169758433	169760883	9	0.547430563966978	0.516624914523744	0.547430563966978	0.26167095885931
ENSG00000235173	FAM203A	family with sequence similarity 203, member A	protein_coding	8	145192672	145195746	6	0.586491917795087	0.542594290450912	0.586491917795087	0.231737968341599
ENSG00000235174	RPL39P3	ribosomal protein L39 pseudogene 3	pseudogene	6	74082831	74082986	2	0.243382890775972	0.249574951607089	0.249574951607089	0.602799004425124
ENSG00000235180	LINC00601	long intergenic non-protein coding RNA 601	lincRNA	10	128102438	128110448	4	0.181243899596772	0.086440329746178	0.181243899596772	0.741736602224808
ENSG00000235192	AC009495.2		lincRNA	2	166651361	166666520	7	0.780307989238073	0.672237377727211	0.780307989238073	0.10773394650719
ENSG00000235194	PPP1R3E	protein phosphatase 1, regulatory subunit 3E	protein_coding	14	23765124	23770792	5	0.697813759124694	0.681599436728199	0.697813759124694	0.156260471613303
ENSG00000235205	TATDN2P3	TatD DNase domain containing 2 pseudogene 3	pseudogene	13	23817659	23821323	5	0.447781690171638	0.299140674712133	0.447781690171638	0.348933668729289
ENSG00000235209	CTA-150C2.13		lincRNA	22	39317232	39320713	25	0.434929956232465	0.299400527845068	0.434929956232465	0.361580678840952
ENSG00000235213	OR6E1P	olfactory receptor, family 6, subfamily E, member 1 pseudogene	pseudogene	14	23171352	23172274	8	0.800253838143678	0.859191038211125	0.859191038211125	0.0659102615278464
ENSG00000235217	TSPY26P	testis specific protein, Y-linked 26, pseudogene	pseudogene	20	30774280	30778330	7	0.668357907328904	0.607759126590372	0.668357907328904	0.174990909452529
ENSG00000235225	AC016712.2		pseudogene	2	223591176	223591553	3	0.578941160145762	0.603876666750412	0.603876666750412	0.219051750814457
ENSG00000235231	AP000351.10		pseudogene	22	24373117	24374043	48	0.988875075807701	0.514273020180186	0.988875075807701	0.00485856918559444
ENSG00000235241	RP11-108M9.5		pseudogene	1	17215590	17216042	40	0.979153213167549	0.614838954327475	0.979153213167549	0.00914934657576962
ENSG00000235253	AC010240.2		pseudogene	5	132278624	132280742	2	0.463900300977329	0.51851199945928	0.51851199945928	0.285241188670021
ENSG00000235266	RP11-753C18.8		pseudogene	10	104647631	104647945	4	0.661282334252102	0.614439645360225	0.661282334252102	0.179613079049093
ENSG00000235267	AC074117.13		pseudogene	2	27678023	27678729	3	0.440341832562528	0.431614354050363	0.440341832562528	0.356210054517587
ENSG00000235268	KDM4E	lysine (K)-specific demethylase 4E	protein_coding	11	94758422	94760760	3	0.731736589516916	0.917228019352563	0.917228019352563	0.0375226869726923
ENSG00000235271	RP1-90L6.3		lincRNA	22	27299255	27316574	21	0.0815578370936852	0.421773035938901	0.421773035938901	0.374921188269505
ENSG00000235272	FAM103A2P	family with sequence similarity 103, member A2 pseudogene	pseudogene	6	166999612	166999965	2	0.57093700264251	0.65726788163964	0.65726788163964	0.182257589638819
ENSG00000235286	AP000925.2		pseudogene	11	111541680	111543128	4	0.73119513778999	0.829546632900054	0.829546632900054	0.0811591951225451
ENSG00000235290	HLA-W	major histocompatibility complex, class I, W (pseudogene)	pseudogene	6	29924373	29926347	45	0.59406487981983	0.295575332400143	0.59406487981983	0.226166121670265
ENSG00000235295	XXbac-B476C20.17		lincRNA	22	18512151	18520734	7	0.423822445960507	0.248810297270504	0.423822445960507	0.372816046448609
ENSG00000235308	RP11-82K18.2		pseudogene	1	89389053	89389527	4	0.394487343171512	0.363974308958568	0.394487343171512	0.403966926241506
ENSG00000235314	LINC00957	long intergenic non-protein coding RNA 957	lincRNA	7	44078770	44081905	29	0.997491558046047	0.830759516421789	0.997491558046047	0.00109077113949232
ENSG00000235316	DUSP8P5	dual specificity phosphatase 8 pseudogene 5	pseudogene	10	75491582	75493396	4	0.497498702131815	0.560929386464854	0.560929386464854	0.251091807191019
ENSG00000235318	AC005037.6		pseudogene	2	202079384	202079673	2	0.652636385816302	0.842422373347312	0.842422373347312	0.0744701075250278
ENSG00000235319	AC012360.4		lincRNA	2	105940667	105946986	5	0.205120642258485	0.145089994947256	0.205120642258485	0.687990632328597
ENSG00000235326	RP11-509J21.3		lincRNA	9	3674546	3691814	19	0.564239914187644	0.553642572673885	0.564239914187644	0.248536195213071
ENSG00000235328	AC006946.12		pseudogene	22	17574502	17574829	4	0.46887906785733	0.40978732425865	0.46887906785733	0.328939155013275
ENSG00000235330	RP11-165F24.2		pseudogene	9	477750	478423	12	0.923293268145184	0.857170989751126	0.923293268145184	0.0346603309270393
ENSG00000235347	RP1-37M3.8		pseudogene	22	46188298	46189475	2	0.370069825099598	0.275861083842214	0.370069825099598	0.431716325137241
ENSG00000235349	RP11-561N12.6		pseudogene	7	64027192	64027821	3	0.584986027250818	0.538635746261802	0.584986027250818	0.232854507183356
ENSG00000235354	CTA-276O3.4		pseudogene	7	102989048	102989218	2	0.447205165166588	0.533877007987162	0.533877007987162	0.272558782118893
ENSG00000235357	RP1-159G19.1		lincRNA	6	80513300	80516942	3	0.515866110685806	0.428422076353284	0.515866110685806	0.287463001736267
ENSG00000235358	RP11-399E6.1		lincRNA	1	41708045	41750533	24	0.941058710411524	0.67537985933237	0.941058710411524	0.0263832811292031
ENSG00000235363	SNRPGP10	small nuclear ribonucleoprotein polypeptide G pseudogene 10	pseudogene	1	205320375	205320599	2	0.189748160862885	0.202911653003115	0.202911653003115	0.692693011174498
ENSG00000235370	DNM1P51	DNM1 pseudogene 51	pseudogene	15	84953014	84966399	24	0.64894374799565	0.442728266584625	0.64894374799565	0.187792947257993
ENSG00000235374	SSR4P1	signal sequence receptor, delta pseudogene 1	pseudogene	21	46491648	46494080	30	0.947862083788358	0.667596135472596	0.947862083788358	0.0232548489562312
ENSG00000235387	LINC00961	long intergenic non-protein coding RNA 961	lincRNA	9	35909480	35911683	19	0.173305738752938	0.10832488709283	0.173305738752938	0.761187056054294
ENSG00000235390	CTD-2651B20.5		pseudogene	15	45613275	45613890	2	0.596180336310371	0.59071211960785	0.596180336310371	0.224622352309983
ENSG00000235408	SNORA71B	small nucleolar RNA, H/ACA box 71B	lincRNA	20	37053843	37053979	5	0.500237075306746	0.360781275754685	0.500237075306746	0.300824123472307
ENSG00000235413	KRT18P63	keratin 18 pseudogene 63	pseudogene	4	17913297	17914599	2	0.592530314505629	0.668090310321628	0.668090310321628	0.175164827010504
ENSG00000235421	RP11-667F9.1		pseudogene	7	64990542	65019657	9	0.70874939843666	0.446273355892187	0.70874939843666	0.149507296713852
ENSG00000235436	DPY19L2P4	DPY19L2 pseudogene 4	pseudogene	7	89748895	89754914	11	0.680568833835031	0.542282482212254	0.680568833835031	0.167127942991286
ENSG00000235438	ESRRAP2	estrogen-related receptor alpha pseudogene 2	pseudogene	13	21834154	21867568	2	0.687148981667674	0.907116773980571	0.907116773980571	0.0423368022111255
ENSG00000235440	RP11-214J9.1		pseudogene	2	26324186	26325005	2	0.528089172542987	0.544905737866594	0.544905737866594	0.263678618943607
ENSG00000235449	RP11-480I12.2		pseudogene	1	202736357	202736546	6	0.473991905012703	0.351212861096039	0.473991905012703	0.324229075284426
ENSG00000235454	RP11-678B3.2		pseudogene	7	53929926	53931032	2	0.616161205228571	0.723116169679662	0.723116169679662	0.140791927051192
ENSG00000235475	RP11-166O4.5		lincRNA	7	66800963	66805011	31	0.760652358534162	0.453773128153385	0.760652358534162	0.118813783789223
ENSG00000235477	RP11-122G18.5		lincRNA	1	161337812	161341754	30	0.989157546884247	0.717595929360037	0.989157546884247	0.00473453115986344
ENSG00000235478	AC006946.15	Uncharacterized protein 	protein_coding	22	17602476	17612994	7	0.0385875478375885	0.140482308772699	0.140482308772699	0.852378363916591
ENSG00000235482	RPL21P135	ribosomal protein L21 pseudogene 135	pseudogene	3	37789601	37790391	7	0.124028522105613	0.234710273930255	0.234710273930255	0.629467899691733
ENSG00000235499	AC073046.25		lincRNA	2	74212259	74213470	2	0.612785608063396	0.742683987388369	0.742683987388369	0.129195939574155
ENSG00000235505	RP11-693N9.2		pseudogene	11	104772276	104789800	21	0.902056521962145	0.677008943314105	0.902056521962145	0.0447662491463076
ENSG00000235508	RPS2P7	ribosomal protein S2 pseudogene 7	pseudogene	20	44269125	44270009	2	0.400733192714449	0.305953522933879	0.400733192714449	0.397144683482713
ENSG00000235531	RP11-383H13.1	Protein LOC100132891; cDNA FLJ53548 	protein_coding	8	72740402	73030628	8	0.59729059538237	0.621527125158942	0.621527125158942	0.206539912799033
ENSG00000235532	LINC00402	long intergenic non-protein coding RNA 402	lincRNA	13	74805594	74834113	2	0.673555991438022	0.832034017694617	0.832034017694617	0.0798589172248482
ENSG00000235534	FECHP1	ferrochelatase pseudogene 1	pseudogene	3	34914133	34915346	2	0.102292389734643	0.143304871540602	0.143304871540602	0.843739045839635
ENSG00000235538	RP1-230L10.1		lincRNA	6	164124936	164180873	2	0.581705861942078	0.640897009614106	0.640897009614106	0.193211754802456
ENSG00000235552	RPL6P27	ribosomal protein L6 pseudogene 27	pseudogene	18	6462143	6463014	2	0.351584330558469	0.415393164167696	0.415393164167696	0.381540654620073
ENSG00000235554	AC005822.1		pseudogene	17	16520162	16521195	2	0.639147624423436	0.785166045501247	0.785166045501247	0.105038489727011
ENSG00000235565	RP11-86H7.7		lincRNA	1	95086707	95089740	20	0.370493188808865	0.282950732688594	0.370493188808865	0.431219771733008
ENSG00000235568	NFAM1	NFAT activating protein with ITAM motif 1	protein_coding	22	42776416	42828401	4	0.162689305810631	0.115185545492363	0.162689305810631	0.788640993959736
ENSG00000235571	SNX18P14	sorting nexin 18 pseudogene 14	pseudogene	2	95452433	95453006	5	0.858681141410415	0.930296851513413	0.930296851513413	0.0313784488620641
ENSG00000235574	AC073150.6		pseudogene	7	27531301	27532384	9	0.022706299037486	0.0255113239181606	0.0255113239181606	1.59326700295696
ENSG00000235584	AC008268.1		lincRNA	2	96331832	96334463	2	0.645627108766761	0.699943821442472	0.699943821442472	0.154936815723774
ENSG00000235601	RP11-231K24.2		lincRNA	9	96717879	96721422	2	0.601808093328361	0.693504832853683	0.693504832853683	0.158950508095566
ENSG00000235602	POU5F1P3	POU class 5 homeobox 1 pseudogene 3	pseudogene	12	8286368	8287447	23	0.290915290739597	0.237262881693195	0.290915290739597	0.536233451288835
ENSG00000235609	AF127936.7		lincRNA	21	16191164	16254296	3	0.265900798322896	0.198769360026061	0.265900798322896	0.575280358769569
ENSG00000235612	RP1-158P9.1		lincRNA	1	56611393	56620896	2	0.184914471226956	0.101354926406184	0.184914471226956	0.733029100046415
ENSG00000235615	AJ239322.1		lincRNA	2	132722304	132737446	10	0.000159648708685307	0.00162955543099438	0.00162955543099438	2.78793086197666
ENSG00000235618	RP11-324H6.5		pseudogene	10	51780942	51827563	26	0.0169267281159131	0.0147744842801668	0.0169267281159131	1.77142698155611
ENSG00000235619	RPL36AP33	ribosomal protein L36a pseudogene 33	pseudogene	9	35507561	35507870	2	0.465391789112973	0.42408661378985	0.465391789112973	0.33218128322029
ENSG00000235621	LINC00494	long intergenic non-protein coding RNA 494	lincRNA	20	46988693	46999372	2	0.520053027888358	0.522568685846629	0.522568685846629	0.281856618281623
ENSG00000235641	LINC00484	long intergenic non-protein coding RNA 484	lincRNA	9	93921855	93927858	18	0.704430964469762	0.455857053499135	0.704430964469762	0.152161562127262
ENSG00000235655	H3F3AP4	H3 histone, family 3A, pseudogene 4	pseudogene	2	175584505	175585526	3	0.557256397885231	0.519208071360881	0.557256397885231	0.25394493666504
ENSG00000235664	AC005682.8		lincRNA	7	22928990	22980809	13	0.831428732233006	0.642606839777082	0.831428732233006	0.0801749713686119
ENSG00000235672	AC090286.2		pseudogene	17	18811592	18812178	2	0.584824888119543	0.644135382377843	0.644135382377843	0.19102284437862
ENSG00000235677	NPM1P26	nucleophosmin 1 (nucleolar phosphoprotein B23, numatrin) pseudogene 26	pseudogene	10	98319942	98320679	27	0.99258859642085	0.789398531687515	0.99258859642085	0.00323071860066171
ENSG00000235687	LINC00993	long intergenic non-protein coding RNA 993	lincRNA	10	37598113	37635959	2	0.0868323566907224	0.0679736644101463	0.0868323566907224	1.06131841176222
ENSG00000235701	PCBP2P1	poly(rC) binding protein 2 pseudogene 1	pseudogene	21	40543056	40544032	6	0.246391294234238	0.155874903705292	0.246391294234238	0.60837464120252
ENSG00000235704	AC023490.2		lincRNA	22	20377669	20378803	2	0.17515252933185	0.097705499414215	0.17515252933185	0.756583586768019
ENSG00000235705	AL133481.1	Uncharacterized protein 	protein_coding	10	81266126	81270678	4	0.766254851146252	0.840345161571715	0.840345161571715	0.0755422961088564
ENSG00000235711	ANKRD34C	ankyrin repeat domain 34C	protein_coding	15	79575146	79590580	4	0.512135445936214	0.595379223405433	0.595379223405433	0.22520632474104
ENSG00000235721	AC013268.3		pseudogene	2	110765252	110768360	2	0.280466133703686	0.258148093456645	0.280466133703686	0.552119572317155
ENSG00000235725	AC007389.3		lincRNA	2	65816700	65867311	4	0.277918153293261	0.269703998067925	0.277918153293261	0.556083084681415
ENSG00000235741	RP5-866L20.1		lincRNA	1	54982085	54982932	3	0.509288780172647	0.445391021645063	0.509288780172647	0.293035891392604
ENSG00000235750	KIAA0040	KIAA0040	protein_coding	1	175126123	175162135	25	0.272445126253019	0.35739013686184	0.35739013686184	0.446857437184555
ENSG00000235770	LINC00607	long intergenic non-protein coding RNA 607	lincRNA	2	216476286	216708445	5	0.67498441983637	0.610946181476054	0.67498441983637	0.170706251549986
ENSG00000235776	AC000089.3		pseudogene	22	19779817	19780617	4	0.537827952577577	0.652743201495117	0.652743201495117	0.185257642781206
ENSG00000235779	AC079779.5		lincRNA	2	305111	314367	2	0.0273971246250362	0.00767634021394771	0.0273971246250362	1.56229501473463
ENSG00000235812	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	pseudogene	14	70712208	70714518	3	0.419232507445935	0.424634959348727	0.424634959348727	0.371984254100196
ENSG00000235821	IFITM4P	interferon induced transmembrane protein 4 pseudogene	pseudogene	6	29718506	29718925	42	0.996821135459443	0.771900466918019	0.996821135459443	0.00138276230198304
