ENSGID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END	meanTwasZscore
ENSG00000232344	AC087163.2		pseudogene	17	17913957	17915136	1.0867775
ENSG00000232352	SEMA3B-AS1	SEMA3B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:49096]	antisense	3	50304073	50304803	0.785541285714286
ENSG00000232354	VIPR1-AS1	VIPR1 antisense RNA 1 [Source:HGNC Symbol;Acc:40610]	antisense	3	42548016	42574750	0.581763333333333
ENSG00000232372	RP11-504P24.2		pseudogene	1	224170456	224175856	0.280208875
ENSG00000232380	ZDHHC20P4	zinc finger, DHHC-type containing 20 pseudogene 4 [Source:HGNC Symbol;Acc:39776]	pseudogene	13	69559190	69560196	-0.71239
ENSG00000232388	LINC00493	long intergenic non-protein coding RNA 493 [Source:HGNC Symbol;Acc:43430]	lincRNA	20	18548064	18550207	-1.7719246
ENSG00000232394	AC090696.2		antisense	15	28020767	28021944	0.60163
ENSG00000232411	AC009495.3		lincRNA	2	166689558	166695608	1.04318381818182
ENSG00000232416	BPESC1	blepharophimosis, epicanthus inversus and ptosis, candidate 1 (non-protein coding) [Source:HGNC Symbol;Acc:13228]	lincRNA	3	138823027	138844009	0.139005
ENSG00000232422	KNOP1P4	lysine-rich nucleolar protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:48922]	pseudogene	6	73696036	73697473	0.697366
ENSG00000232426	RP11-508M1.7		lincRNA	10	48988121	48998766	0.4454
ENSG00000232434	C9orf172	chromosome 9 open reading frame 172 [Source:HGNC Symbol;Acc:37284]	protein_coding	9	139738867	139741797	-0.484005
ENSG00000232439	RPL18AP7	ribosomal protein L18a pseudogene 7 [Source:HGNC Symbol;Acc:35607]	pseudogene	3	38568293	38568816	0.73912
ENSG00000232442	CTD-3184A7.4		antisense	20	62258580	62260177	-1.16866666666667
ENSG00000232445	RP11-132A1.4		antisense	7	100951627	100954266	-0.0547077222222222
ENSG00000232448	RP11-416N4.1		lincRNA	20	10160883	10166423	0.0896
ENSG00000232450	RP4-730K3.3		pseudogene	1	114241506	114242253	-0.0849842
ENSG00000232453	RP4-794H19.1		lincRNA	1	59348540	59362375	0.36838225
ENSG00000232456	RP11-5P18.10		pseudogene	1	16361673	16366524	-0.340171888888889
ENSG00000232457	SLC16A6P1	SLC16A6 pseudogene 1 [Source:HGNC Symbol;Acc:48932]	pseudogene	17	62949795	62952664	-0.957663333333333
ENSG00000232460	BMPR1APS2	bone morphogenetic protein receptor, type IA pseudogene 2 [Source:HGNC Symbol;Acc:21743]	pseudogene	11	121232559	121233574	-0.011831
ENSG00000232479	AC010900.2		pseudogene	2	203789332	203790627	-0.48144
ENSG00000232480	RP11-224O19.2		antisense	1	218517538	218519020	-0.167019
ENSG00000232489	MFAP1P1	microfibrillar-associated protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:39694]	pseudogene	13	31115780	31117034	-0.218618666666667
ENSG00000232490	OSBPL10-AS1	OSBPL10 antisense RNA 1 [Source:HGNC Symbol;Acc:40767]	antisense	3	31745550	31763144	0.252624
ENSG00000232494	RP11-403N16.2		lincRNA	9	82489611	82501593	0.7393
ENSG00000232498	RP5-1011O1.2		antisense	1	192486769	192536347	0.14787
ENSG00000232499	RP11-512F24.1		pseudogene	1	113992322	113993350	-0.49188
ENSG00000232500	AP005273.1		lincRNA	11	64268325	64272858	-1.246902
ENSG00000232502	AC073464.7		pseudogene	2	95426519	95426861	-0.375255333333333
ENSG00000232504	AC105053.4		lincRNA	2	86116403	86118103	-0.403857666666667
ENSG00000232520	AC012507.3		antisense	2	231751215	231761806	0.2284685
ENSG00000232528	RP4-673D20.3		pseudogene	20	1748603	1760641	0.55
ENSG00000232533	AC093673.5		antisense	7	143076785	143077588	0.772081
ENSG00000232537	RP11-385M4.1		lincRNA	1	209320612	209328446	1.12986
ENSG00000232545	KB-318B8.7		sense_intronic	22	24497652	24499317	0.90427
ENSG00000232546	RP11-458F8.1		pseudogene	7	66313483	66323123	1.61223332
ENSG00000232553	AC006026.10		pseudogene	7	23624681	23625974	-0.367721
ENSG00000232554	RSU1P2	Ras suppressor protein 1 pseudogene 2 [Source:HGNC Symbol;Acc:44391]	pseudogene	10	45595614	45611549	1.08572
ENSG00000232559	GS1-124K5.12		pseudogene	7	66010634	66057373	1.21587794594595
ENSG00000232563	AC026214.2		pseudogene	3	1435857	1436132	0.69801
ENSG00000232573	RPL3P4	ribosomal protein L3 pseudogene 4 [Source:HGNC Symbol;Acc:19805]	pseudogene	14	99439216	99439638	-0.02476
ENSG00000232586	RP11-46A10.4		antisense	1	180923804	180924023	0.420294333333333
ENSG00000232596	RP1-37J18.2		lincRNA	1	4631608	4643481	-0.55831
ENSG00000232597	AC013727.1		lincRNA	2	104473428	104496667	-1.48341
ENSG00000232598	RP1-90K10.4		lincRNA	6	36907847	36912451	-0.004453
ENSG00000232600	AC084125.4		antisense	8	145660602	145665354	0.267810578947368
ENSG00000232610	CCT6P4	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 4 [Source:HGNC Symbol;Acc:35148]	pseudogene	3	190432600	190434188	-0.225067
ENSG00000232615	CTD-2012J19.1		pseudogene	5	1614951	1616449	-0.65589965625
ENSG00000232624	RP11-478H13.3		lincRNA	10	29082841	29097148	1.12464
ENSG00000232626	RP11-175B9.2		pseudogene	1	202407524	202409085	-0.683
ENSG00000232628	RP11-365O16.3		sense_intronic	1	224396449	224400981	0.514003411764706
ENSG00000232629	HLA-DQB2	major histocompatibility complex, class II, DQ beta 2 [Source:HGNC Symbol;Acc:4945]	protein_coding	6	32723875	32731311	-3.27699475555556
ENSG00000232630	PRPS1P2	phosphoribosyl pyrophosphate synthetase 1 pseudogene 2 [Source:HGNC Symbol;Acc:9464]	pseudogene	9	127912932	127913868	-0.476681791666667
ENSG00000232633	CTD-2201G3.1		antisense	5	112658725	112772871	-0.054645
ENSG00000232642	AC008073.7		antisense	2	24388753	24397874	-0.92336404
ENSG00000232645	RP3-322G13.5		antisense	20	23337231	23338753	0.4258815
ENSG00000232650	RP5-834N19.1		lincRNA	1	119870799	119898805	-0.02443
ENSG00000232653	GOLGA8N	golgin A8 family, member N [Source:HGNC Symbol;Acc:44405]	protein_coding	15	32885657	32896179	-0.536471384615385
ENSG00000232656	IDI2-AS1	IDI2 antisense RNA 1 [Source:HGNC Symbol;Acc:30885]	antisense	10	1068606	1090138	-0.16946
ENSG00000232667	AC004862.6		antisense	7	79959508	80014295	-1.320221
ENSG00000232677	LINC00665	long intergenic non-protein coding RNA 665 [Source:HGNC Symbol;Acc:44323]	lincRNA	19	36803969	36822620	-0.14982
ENSG00000232679	RP11-400N13.3		lincRNA	1	222215047	222238105	-0.3625485
ENSG00000232682	RP11-388P9.2		antisense	10	61819092	61820501	-1.90234
ENSG00000232684	ATP11A-AS1	ATP11A antisense RNA 1 [Source:HGNC Symbol;Acc:40645]	antisense	13	113399763	113409007	-0.80973
ENSG00000232685	LINC00442	long intergenic non-protein coding RNA 442 [Source:HGNC Symbol;Acc:42779]	antisense	13	19582399	19586699	0.29309
ENSG00000232686	ARID4B-IT1	ARID4B intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41407]	sense_intronic	1	235333435	235334206	-0.216244333333333
ENSG00000232692	AP001596.6		antisense	21	27750871	27844017	-0.8083
ENSG00000232694	XX-CR54.3		lincRNA	1	248881947	248885506	-1.570297
ENSG00000232706	NUTM2HP	NUT family member 2H, pseudogene [Source:HGNC Symbol;Acc:45017]	pseudogene	10	52436503	52446086	-0.2153485
ENSG00000232709	MARK2P9	MAP/microtubule affinity-regulating kinase 2 pseudogene 9 [Source:HGNC Symbol;Acc:39800]	pseudogene	10	94178424	94180632	-0.1656143125
ENSG00000232710	RP4-669P10.16		sense_intronic	22	42535623	42535938	-1.3390116875
ENSG00000232713	AC010733.5		pseudogene	2	61165339	61165739	-0.915
ENSG00000232715	LINC01022	long intergenic non-protein coding RNA 1022 [Source:HGNC Symbol;Acc:48998]	antisense	7	158383321	158383812	-0.381361
ENSG00000232724	AC111186.1		pseudogene	17	73070401	73075644	-0.86491
ENSG00000232727	RP11-321E8.1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon pseudogene 1 [Source:HGNC Symbol;Acc:49442]	pseudogene	7	63894208	63894970	0.861731
ENSG00000232729	AC083884.8		processed_transcript	7	74103273	74143123	0.28642
ENSG00000232732	AC073043.1		processed_transcript	2	200732119	200775882	-0.321185
ENSG00000232740	AC062020.1		lincRNA	2	123823727	123831057	1.62646
ENSG00000232742	RHOQP2	ras homolog family member Q pseudogene 2 [Source:HGNC Symbol;Acc:37836]	pseudogene	2	132218533	132219150	-1.65534
ENSG00000232746	RP11-767C1.1		lincRNA	3	12919021	12926710	1.668994
ENSG00000232756	RP5-1185I7.1		antisense	7	77619701	77624488	0.150295
ENSG00000232757	ETF1P1	eukaryotic translation termination factor 1 pseudogene 1 [Source:HGNC Symbol;Acc:3478]	pseudogene	6	29999490	30000780	0.44823
ENSG00000232759	AC002480.3		antisense	7	22602956	22613615	-1.134715
ENSG00000232762	RP4-784A16.4		antisense	1	53770208	53773134	1.037491
ENSG00000232767	RP11-498B4.5		antisense	10	118429614	118429996	-0.433465333333333
ENSG00000232774	RP11-47I22.3	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3V2X1]	protein_coding	14	62037372	62125414	-1.05946678571429
ENSG00000232780	RP5-871G17.5		pseudogene	1	119977079	119977703	0.053006
ENSG00000232788	AC078883.3		antisense	2	173328990	173330750	0.467611
ENSG00000232803	RP11-93B14.5		antisense	20	61294371	61298076	-0.181
ENSG00000232807	RP11-536K7.3		antisense	10	5976233	5987863	0.048676375
ENSG00000232811	RP11-96K19.2		antisense	1	111486089	111487782	-0.294666
ENSG00000232814	COL4A2-AS1	COL4A2 antisense RNA 1 [Source:HGNC Symbol;Acc:40156]	antisense	13	111154922	111160098	0.67102
ENSG00000232815	LINC00537	long intergenic non-protein coding RNA 537 [Source:HGNC Symbol;Acc:43654]	pseudogene	9	68413482	68414196	0.868
ENSG00000232818	RPS2P32	ribosomal protein S2 pseudogene 32 [Source:HGNC Symbol;Acc:30518]	pseudogene	7	23530092	23530983	1.27372
ENSG00000232821	AC003986.6		antisense	7	19152097	19153894	-1.85247125
ENSG00000232823	RP11-179H18.7	thioredoxin pseudogene 1 [Source:HGNC Symbol;Acc:49481]	pseudogene	10	121442639	121443335	0.84047
ENSG00000232825	RP5-896L10.1		antisense	1	99469832	99614408	-1.4454
ENSG00000232832	LMLN-AS1	LMLN antisense RNA 1 [Source:HGNC Symbol;Acc:40738]	antisense	3	197765192	197765437	-0.788325
ENSG00000232833	FAM27E3	family with sequence similarity 27, member E3 [Source:HGNC Symbol;Acc:28655]	protein_coding	9	67784944	67786275	1.0275914
ENSG00000232837	AF064858.7		lincRNA	21	40346355	40349700	0.302104
ENSG00000232850	AL590708.2		protein_coding	9	130890799	130891481	-1.56256
ENSG00000232855	AF131217.1		lincRNA	21	29811667	30047170	0.878580952380952
ENSG00000232859	LYRM9	LYR motif containing 9 [Source:HGNC Symbol;Acc:27314]	protein_coding	17	26205340	26220409	2.85690495
ENSG00000232860	SMG7-AS1	SMG7 antisense RNA 1 [Source:HGNC Symbol;Acc:24518]	processed_transcript	1	183430009	183440881	1.138865
ENSG00000232869	TRBV29-1	T cell receptor beta variable 29-1 [Source:HGNC Symbol;Acc:12210]	TR_V_gene	7	142448053	142448741	-0.045631
ENSG00000232871	SEC1P	secretory blood group 1, pseudogene [Source:HGNC Symbol;Acc:44149]	pseudogene	19	49141402	49184461	0.998307857142857
ENSG00000232872	CTAGE3P	CTAGE family, member 3, pseudogene [Source:HGNC Symbol;Acc:24348]	pseudogene	13	52482354	52484757	0.7461825
ENSG00000232876	CTA-212D2.2		antisense	6	135376171	135381688	-0.278404228571429
ENSG00000232879	RP11-544M22.3		pseudogene	1	161004624	161004796	-0.754
ENSG00000232882	PHKA1P1	phosphorylase kinase, alpha 1 pseudogene 1 [Source:HGNC Symbol;Acc:33919]	pseudogene	1	91358549	91359169	0.26598
ENSG00000232884	AF127936.3		lincRNA	21	16119083	16126184	1.3504
ENSG00000232888	RPS11P5	ribosomal protein S11 pseudogene 5 [Source:HGNC Symbol;Acc:36312]	pseudogene	12	133402287	133402772	-0.1991
ENSG00000232891	RP11-136K14.1		sense_intronic	6	150921970	150926986	0.755826
ENSG00000232893	AC019068.2		antisense	2	237299717	237301031	0.57465
ENSG00000232901	CYCSP10	cytochrome c, somatic pseudogene 10 [Source:HGNC Symbol;Acc:24384]	pseudogene	3	10042331	10042624	-0.854683666666667
ENSG00000232903	RP13-137A17.4	long intergenic non-protein coding RNA 1166 [Source:HGNC Symbol;Acc:49535]	lincRNA	10	134757471	134778793	0.436046285714286
ENSG00000232908	HSD17B7P1	hydroxysteroid (17-beta) dehydrogenase 7 pseudogene 1 [Source:HGNC Symbol;Acc:18689]	pseudogene	1	247990788	247991804	-1.1835215
ENSG00000232909	RP3-510O8.4		antisense	6	35701644	35704724	-0.63313
ENSG00000232912	RP5-1115A15.1		antisense	1	8484705	8494898	-2.2472765625
ENSG00000232913	RP11-429H9.4		antisense	10	95841707	95868571	0.60605
ENSG00000232916	HMGN2P27	high mobility group nucleosomal binding domain 2 pseudogene 27 [Source:HGNC Symbol;Acc:39394]	pseudogene	5	115553723	115553992	-0.6526
ENSG00000232926	AC000078.5		pseudogene	22	19874812	19875493	0.915317743589744
ENSG00000232930	AC083864.3		lincRNA	7	36069221	36095041	0.48871
ENSG00000232931	LINC00342	long intergenic non-protein coding RNA 342 [Source:HGNC Symbol;Acc:42470]	lincRNA	2	96472866	96481963	-0.270068833333333
ENSG00000232934	RP11-324O2.3		antisense	10	114165977	114169252	-0.340757666666667
ENSG00000232936	RP11-80H5.2		antisense	10	91405216	91410424	-0.616775
ENSG00000232938	AC139099.3		pseudogene	17	81174666	81188573	0.71584
ENSG00000232946	RP11-390F4.2		pseudogene	9	6675284	6675614	-0.129639
ENSG00000232953	HSPA8P18	heat shock 70kDa protein 8 pseudogene 18 [Source:HGNC Symbol;Acc:44933]	pseudogene	3	19981761	19984802	1.1574155
ENSG00000232956	SNHG15	small nucleolar RNA host gene 15 (non-protein coding) [Source:HGNC Symbol;Acc:27797]	lincRNA	7	45022622	45026560	-0.484543153846154
ENSG00000232973	CYP1B1-AS1	CYP1B1 antisense RNA 1 [Source:HGNC Symbol;Acc:28543]	antisense	2	38302791	38408997	0.1800334
ENSG00000232977	LINC00327	long intergenic non-protein coding RNA 327 [Source:HGNC Symbol;Acc:42009]	lincRNA	13	24040710	24061603	0.1557
ENSG00000232987	AC051649.6		lincRNA	11	2012326	2014699	-0.83185
ENSG00000232994	RPL7P14	ribosomal protein L7 pseudogene 14 [Source:HGNC Symbol;Acc:35984]	pseudogene	2	203904831	203905622	0.349412
ENSG00000232995	RP11-267N12.3		antisense	1	163214295	163291679	1.1805172
ENSG00000232998	VPS13A-AS1	VPS13A antisense RNA 1 [Source:HGNC Symbol;Acc:44167]	antisense	9	79791672	79792910	0.8563
ENSG00000233002	AC005324.6		antisense	17	15638385	15647113	-0.324924
ENSG00000233005	AC067959.1		lincRNA	2	21444047	22193831	0.914212444444444
ENSG00000233006	AC034220.3		processed_transcript	5	131646978	131705340	-0.30061825
ENSG00000233008	RP11-475O6.1		lincRNA	1	84041459	84326706	1.038857
ENSG00000233009	NALCN-AS1	NALCN antisense RNA 1 [Source:HGNC Symbol;Acc:42743]	antisense	13	101360579	101711638	-0.08929
ENSG00000233013	FAM157B	family with sequence similarity 157, member B [Source:HGNC Symbol;Acc:34080]	lincRNA	9	141106637	141143444	-0.28023
ENSG00000233016	SNHG7	small nucleolar RNA host gene 7 (non-protein coding) [Source:HGNC Symbol;Acc:28254]	antisense	9	139616481	139622636	-0.35365444
ENSG00000233017	RP5-908M14.5		lincRNA	20	61004604	61006568	0.749063333333333
ENSG00000233028	RP4-725G10.4		pseudogene	7	56243327	56244105	-1.054721625
ENSG00000233030	RP11-196G18.3		antisense	1	149757215	149764576	-0.2768595
ENSG00000233038	AC011899.9		antisense	7	157647221	157658784	-1.1048
ENSG00000233041	PHGR1	proline/histidine/glycine-rich 1 [Source:HGNC Symbol;Acc:37226]	protein_coding	15	40643234	40648635	1.184
ENSG00000233048	RP5-1069C8.2		lincRNA	20	12845850	12933167	0.829265
ENSG00000233056	ERVH48-1	endogenous retrovirus group 48, member 1 [Source:HGNC Symbol;Acc:17216]	lincRNA	21	44336913	44345756	0.309864444444444
ENSG00000233058	LINC00884	long intergenic non-protein coding RNA 884 [Source:HGNC Symbol;Acc:48570]	antisense	3	194208183	194239008	0.5837302
ENSG00000233061	TTLL7-IT1	TTLL7 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41486]	sense_intronic	1	84444801	84449983	-0.87388
ENSG00000233073	AC005009.2		antisense	7	86413542	86415463	-0.63801
ENSG00000233077	RP11-290F20.2		lincRNA	20	48927248	48937879	0.48382
ENSG00000233080	CTA-714B7.5		lincRNA	22	35515817	35627049	0.3733
ENSG00000233081	RP11-440G5.2		lincRNA	9	94188520	94189426	0.42046425
ENSG00000233082	AC073094.4		lincRNA	7	1306989	1308903	-1.360181
ENSG00000233084	AL672183.2		pseudogene	1	249230780	249231242	2.33339
ENSG00000233087	AC073869.1		pseudogene	2	132118066	132121731	1.32402066666667
ENSG00000233098	RP11-344E13.3		antisense	17	20771746	20901341	0.2656875
ENSG00000233108	AC006042.7		antisense	7	7997814	8009534	-0.036052
ENSG00000233110	RP11-301L8.2		antisense	4	186509063	186515157	-0.060775
ENSG00000233111	RAB1C	RAB1C, member RAS oncogene family pseudogene [Source:HGNC Symbol;Acc:23683]	pseudogene	9	37636685	37637290	-0.33169
ENSG00000233117	LINC00702	long intergenic non-protein coding RNA 702 [Source:HGNC Symbol;Acc:44676]	lincRNA	10	4243333	4286104	-0.258225764705882
ENSG00000233121	VN1R20P	vomeronasal 1 receptor 20 pseudogene [Source:HGNC Symbol;Acc:37335]	pseudogene	3	13968310	13969275	-0.34555662962963
ENSG00000233128	AC007317.1		lincRNA	2	40973627	40994592	1.62804
ENSG00000233137	RP11-220I1.1		lincRNA	9	37079893	37090398	0.4981122
ENSG00000233143	AC009492.1		lincRNA	2	218147462	218200843	1.42
ENSG00000233147	RP11-90C4.1		lincRNA	1	56289480	56333921	-1.12614175
ENSG00000233153	UBE2E2-AS1	UBE2E2 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:44512]	antisense	3	23236561	23244069	0.076734
ENSG00000233154	RP4-655J12.4		lincRNA	1	116966346	117021464	-0.279045
ENSG00000233170	RP11-863K10.4		pseudogene	8	37604854	37605522	1.21261
ENSG00000233175	CTD-2020K17.3		antisense	17	43315395	43319101	0.578539227272727
ENSG00000233178	RP11-88I18.2		antisense	9	71010609	71021416	1.1513
ENSG00000233184	RP11-421L21.3		antisense	1	101529167	101552821	-0.253721
ENSG00000233193	AC005324.7		lincRNA	17	15664928	15667083	1.76255
ENSG00000233196	GS1-304P7.1		pseudogene	1	186549647	186550323	0.3558738
ENSG00000233200	RP11-324I22.2		lincRNA	10	35508822	35519526	1.01487235294118
ENSG00000233203	RP11-67L3.4		antisense	1	55353236	55354523	-1.241805
ENSG00000233208	LINC00642	long intergenic non-protein coding RNA 642 [Source:HGNC Symbol;Acc:44293]	lincRNA	14	90921574	90925249	-0.388745
ENSG00000233214	AC002511.2		lincRNA	19	35914964	35915554	0.90332
ENSG00000233217	MROH3P	maestro heat-like repeat family member 3, pseudogene [Source:HGNC Symbol;Acc:33122]	pseudogene	1	200890122	200935658	-0.808666666666667
ENSG00000233221	AC133785.1		antisense	2	131588551	131594567	-1.928462
ENSG00000233223	AC113189.5		antisense	17	7485430	7486836	-0.445025
ENSG00000233225	AC004987.9		pseudogene	7	39872813	39874544	1.56949
ENSG00000233230	AC079807.2		antisense	2	48132933	48134949	-1.31457
ENSG00000233231	HNRNPA1P49	heterogeneous nuclear ribonucleoprotein A1 pseudogene 49 [Source:HGNC Symbol;Acc:48779]	pseudogene	6	166748056	166748959	0.09145015
ENSG00000233232	NPIPB7	nuclear pore complex interacting protein family, member B7 [Source:HGNC Symbol;Acc:33832]	protein_coding	16	28467693	28481868	1.01636603333333
ENSG00000233237	LINC00472	long intergenic non-protein coding RNA 472 [Source:HGNC Symbol;Acc:21380]	lincRNA	6	72054047	72130472	-0.3445845
ENSG00000233246	RP11-415J8.5		antisense	1	33815953	33828846	-0.6070196
ENSG00000233251	AC007743.1		antisense	2	56400669	56412905	-0.0777103571428572
ENSG00000233261	LINC00264	long intergenic non-protein coding RNA 264 [Source:HGNC Symbol;Acc:17776]	lincRNA	10	26878794	26883253	-0.13207
ENSG00000233262	RP11-380F14.2		antisense	9	86893260	86905046	-0.2517
ENSG00000233264	AC006042.8		pseudogene	7	8019943	8021859	-1.05748
ENSG00000233265	MICF	MHC class I polypeptide-related sequence F (pseudogene) [Source:HGNC Symbol;Acc:16801]	pseudogene	6	29820140	29820268	-1.4948
ENSG00000233266	HMGB1P31	high mobility group box 1 pseudogene 31 [Source:HGNC Symbol;Acc:39122]	pseudogene	2	54278471	54278897	-2.17627065116279
ENSG00000233270	SNRPEP4	small nuclear ribonucleoprotein polypeptide E pseudogene 4 [Source:HGNC Symbol;Acc:43446]	pseudogene	19	5576671	5576949	-1.16311
ENSG00000233276	GPX1	glutathione peroxidase 1 [Source:HGNC Symbol;Acc:4553]	protein_coding	3	49394609	49396033	-0.14088465
ENSG00000233277	RP5-1030M6.3		lincRNA	20	42523360	42524108	-0.4248
ENSG00000233280	CRYBG3	Beta/gamma crystallin domain-containing protein 3; cDNA FLJ60082, weakly similar to Uro-adherence factor A  [Source:UniProtKB/TrEMBL;Acc:B4DLE8]	protein_coding	3	97540884	97594132	-0.01368
ENSG00000233290	RP11-147G16.1		lincRNA	1	82680904	82726817	-0.16112
ENSG00000233295	FAM90A20P	family with sequence similarity 90, member A20, pseudogene [Source:HGNC Symbol;Acc:32268]	pseudogene	8	7152536	7155546	0.4274
ENSG00000233296	AC092159.2		antisense	2	677186	697371	1.14035816666667
ENSG00000233297	RASA4DP	RAS p21 protein activator 4CD, pseudogene [Source:HGNC Symbol;Acc:44226]	pseudogene	7	102322283	102330916	-0.481524457142857
ENSG00000233300	EIF4A1P1	eukaryotic translation initiation factor 4A1 pseudogene 1 [Source:HGNC Symbol;Acc:3283]	pseudogene	21	28739333	28740266	-1.2191
ENSG00000233306	TRGV2	T cell receptor gamma variable 2 [Source:HGNC Symbol;Acc:12287]	TR_V_gene	7	38402465	38403119	-0.134673
ENSG00000233308	OSTN-AS1	OSTN antisense RNA 1 [Source:HGNC Symbol;Acc:41250]	antisense	3	190931080	190952394	-0.6742255
ENSG00000233313	HMGA1P5	high mobility group AT-hook 1 pseudogene 5 [Source:HGNC Symbol;Acc:19120]	pseudogene	10	77036134	77036404	1.171668
ENSG00000233325	MIPEPP3	mitochondrial intermediate peptidase pseudogene 3 [Source:HGNC Symbol;Acc:39458]	pseudogene	13	21872278	21880512	-0.13246825
ENSG00000233327	USP32P2	ubiquitin specific peptidase 32 pseudogene 2 [Source:HGNC Symbol;Acc:30751]	pseudogene	17	18414576	18426609	0.313958382978723
ENSG00000233328	PFN1P1	profilin 1 pseudogene 1 [Source:HGNC Symbol;Acc:42989]	pseudogene	1	171639657	171640079	1.5863
ENSG00000233333	RNFT1P2	ring finger protein, transmembrane 1 pseudogene 2 [Source:HGNC Symbol;Acc:44388]	pseudogene	1	78636165	78636921	-0.0925275
ENSG00000233334	RP11-464O2.2	FAM53B antisense RNA 1 [Source:HGNC Symbol;Acc:49499]	antisense	10	126392194	126402786	0.73455
ENSG00000233337	UBE2FP3	ubiquitin-conjugating enzyme E2F (putative) pseudogene 3 [Source:HGNC Symbol;Acc:44537]	pseudogene	1	111980136	111980659	-0.8951275
ENSG00000233342	RP11-235G24.3		lincRNA	6	161347401	161348194	1.58817
ENSG00000233347	ERP29P1	endoplasmic reticulum lumenal protein 29 pseudogene 1 [Source:HGNC Symbol;Acc:24625]	pseudogene	20	50726883	50727588	1.61851
ENSG00000233351	RP1-69D17.3		antisense	6	129800760	129802407	0.0918
ENSG00000233354	LINC00028	long intergenic non-protein coding RNA 28 [Source:HGNC Symbol;Acc:16224]	lincRNA	20	30073581	30075377	1.9009
ENSG00000233355	CHRM3-AS2	CHRM3 antisense RNA 2 [Source:HGNC Symbol;Acc:43725]	processed_transcript	1	239866950	239893765	0.328092375
ENSG00000233360	Z83844.1		antisense	22	38037839	38054384	0.806334818181818
ENSG00000233366	ZNF90P2	zinc finger protein 90 pseudogene 2 [Source:HGNC Symbol;Acc:21687]	pseudogene	6	28856609	28857683	-0.2217
ENSG00000233369	RP11-396K3.1		pseudogene	7	72569033	72619657	0.631654888888889
ENSG00000233379	RP11-318G21.4		lincRNA	13	78513297	78519009	-0.6365
ENSG00000233381	AK4P3	adenylate kinase 4 pseudogene 3 [Source:HGNC Symbol;Acc:21596]	pseudogene	12	31768702	31769373	-0.49689
ENSG00000233384	RP11-100E13.1		antisense	1	224802998	224803922	2.33644
ENSG00000233392	AC104809.4		processed_transcript	2	241894034	241906848	-0.273181666666667
ENSG00000233393	AP000688.29		lincRNA	21	37477179	37481988	1.67611703703704
ENSG00000233395	LINC00841	long intergenic non-protein coding RNA 841 [Source:HGNC Symbol;Acc:27430]	lincRNA	10	44434451	44439914	0.4043
ENSG00000233396	RP11-458D21.1		lincRNA	1	145373054	145382434	0.268924133333333
ENSG00000233406	RP11-296A18.5		pseudogene	1	51716270	51717144	-2.43363
ENSG00000233411	RP11-104L21.2		sense_intronic	1	167426620	167427898	-1.26614
ENSG00000233415	RP11-101E14.3		lincRNA	20	38660227	38672531	0.98169
ENSG00000233417	RP4-742N3.1		lincRNA	7	119781070	119783050	-1.814667
ENSG00000233421	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	lincRNA	1	16860381	16862144	0.129315
ENSG00000233429	HOTAIRM1	HOXA transcript antisense RNA, myeloid-specific 1 [Source:HGNC Symbol;Acc:37117]	antisense	7	27135713	27139720	0.188774035714286
ENSG00000233431	RP11-63N8.3		antisense	1	21912965	21917680	0.128359
ENSG00000233441	CYP2AB1P	cytochrome P450, family 2, subfamily AB, polypeptide 1, pseudogene [Source:HGNC Symbol;Acc:39975]	pseudogene	3	183613688	183628724	-0.65994
ENSG00000233445	RPL17P11	ribosomal protein L17 pseudogene 11 [Source:HGNC Symbol;Acc:36509]	pseudogene	2	234630168	234630711	0.189
ENSG00000233448	PMS2P9	postmeiotic segregation increased 2 pseudogene 9 [Source:HGNC Symbol;Acc:9135]	pseudogene	7	76669261	76673093	0.418606666666667
ENSG00000233452	STXBP5-AS1	STXBP5 antisense RNA 1 [Source:HGNC Symbol;Acc:44183]	antisense	6	147163037	147525560	0.219779076923077
ENSG00000233456	LINC01077	long intergenic non-protein coding RNA 1077 [Source:HGNC Symbol;Acc:49120]	lincRNA	13	49144775	49147453	0.739237
ENSG00000233461	RP11-295G20.2		antisense	1	231658134	231664302	-0.85839
ENSG00000233469	ST6GALNAC4P1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4 pseudogene 1 [Source:HGNC Symbol;Acc:39660]	pseudogene	13	20392261	20392759	0.03257
ENSG00000233473	RP11-520H16.4	RAD1 homolog pseudogene 2 [Source:HGNC Symbol;Acc:49480]	pseudogene	1	159050923	159051585	2.01840083333333
ENSG00000233476	EEF1A1P6	eukaryotic translation elongation factor 1 alpha 1 pseudogene 6 [Source:HGNC Symbol;Acc:3201]	pseudogene	7	22550231	22551618	-0.01925
