ENSG_ID	GENE	DESCRIPTION	GENE_TYPE	CHR	START	END
ENSG00000249159	RP11-480D4.2		lincRNA	5	8433186	8446468
ENSG00000249186	RP11-423H2.5		antisense	5	177284946	177298195
ENSG00000249188	ENPP7P1	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 1 [Source:HGNC Symbol;Acc:48699]	pseudogene	8	8011830	8074438
ENSG00000249198	RP11-772C9.1		lincRNA	5	57047019	57047544
ENSG00000249201	CTD-3080P12.3		antisense	5	1173256	1178720
ENSG00000249203	RP11-473L15.3		lincRNA	5	44495720	44510384
ENSG00000249207	RP11-360F5.1		antisense	4	39114297	39121905
ENSG00000249225	RP11-343D2.11		antisense	3	97818752	97866978
ENSG00000249228	RP11-769N22.1		lincRNA	4	29048213	29050387
ENSG00000249234	RP11-452J21.2		antisense	4	16180562	16184743
ENSG00000249241	AC195454.1		lincRNA	4	40318502	40332436
ENSG00000249242	TMEM150C	transmembrane protein 150C [Source:HGNC Symbol;Acc:37263]	protein_coding	4	83404323	83483510
ENSG00000249244	RP11-548H18.2		pseudogene	4	120312986	120316490
ENSG00000249249	AC010226.4		antisense	5	114937754	114956131
ENSG00000249252	RP11-665G4.1		antisense	4	15006566	15265088
ENSG00000249258	RP11-468H14.2		lincRNA	8	16988690	17007298
ENSG00000249264	EEF1A1P9	eukaryotic translation elongation factor 1 alpha 1 pseudogene 9 [Source:HGNC Symbol;Acc:3204]	pseudogene	4	106405855	106407237
ENSG00000249267	LINC00939	long intergenic non-protein coding RNA 939 [Source:HGNC Symbol;Acc:48631]	lincRNA	12	126443234	126467920
ENSG00000249274	PDLIM1P4	PDZ and LIM domain 1 pseudogene 4 [Source:HGNC Symbol;Acc:48947]	pseudogene	3	98501032	98502037
ENSG00000249275	RP11-364P22.2		lincRNA	4	158558839	158588196
ENSG00000249286	CTD-2210P15.2		pseudogene	5	43587020	43588325
ENSG00000249290	RP11-68L1.2		antisense	3	140168277	140179193
ENSG00000249293	CTC-575I10.1		antisense	5	73073864	73082316
ENSG00000249295	RP11-241G9.3		antisense	5	68773299	68798293
ENSG00000249306	RP11-267A15.1		lincRNA	5	173763298	173959460
ENSG00000249307	LINC01088	long intergenic non-protein coding RNA 1088 [Source:HGNC Symbol;Acc:49148]	antisense	4	79892902	80229952
ENSG00000249309	RP11-153M7.5		antisense	4	154641479	154648874
ENSG00000249317	CTB-191D16.1		processed_transcript	4	149862093	149863530
ENSG00000249318	AC010468.2		antisense	5	110601507	110605787
ENSG00000249321	OR5H5P	olfactory receptor, family 5, subfamily H, member 5 pseudogene [Source:HGNC Symbol;Acc:14765]	pseudogene	3	97916055	97916982
ENSG00000249328	RP11-26J3.1		lincRNA	8	80681607	80783994
ENSG00000249330	RP11-436F23.1		antisense	4	46392272	46435205
ENSG00000249334	RP11-61G19.1		lincRNA	4	10686627	10699285
ENSG00000249335	CTC-340D7.1		lincRNA	5	68128412	68257985
ENSG00000249341	RP11-317M11.1		sense_intronic	4	54525375	54603323
ENSG00000249343	CTD-2275D24.2		lincRNA	5	73618311	73624122
ENSG00000249345	RP11-575F12.1		lincRNA	12	127399766	127544946
ENSG00000249346	LINC01016	long intergenic non-protein coding RNA 1016 [Source:HGNC Symbol;Acc:48991]	lincRNA	6	33835283	33864691
ENSG00000249348	UGDH-AS1	UGDH antisense RNA 1 [Source:HGNC Symbol;Acc:40601]	antisense	4	39529932	39596327
ENSG00000249352	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	lincRNA	5	68266266	68325992
ENSG00000249359	RP11-374A4.1		lincRNA	5	21323982	21341484
ENSG00000249363	CTB-78O21.1		pseudogene	5	145107923	145108912
ENSG00000249364	RP11-434D9.1		lincRNA	5	66675206	67101066
ENSG00000249365	RP11-508M8.1		lincRNA	5	124443897	124485622
ENSG00000249378	LINC01060	long intergenic non-protein coding RNA 1060 [Source:HGNC Symbol;Acc:49081]	lincRNA	4	189321890	189602205
ENSG00000249379	RP1-27K12.4		antisense	6	53367983	53371710
ENSG00000249381	LINC00500	long intergenic non-protein coding RNA 500 [Source:HGNC Symbol;Acc:43437]	lincRNA	4	139346677	139358023
ENSG00000249382	RP11-340A13.1		processed_transcript	4	59852905	59853878
ENSG00000249388	RP11-834C11.6		lincRNA	12	54475902	54496477
ENSG00000249395	CASC9	cancer susceptibility candidate 9 (non-protein coding) [Source:HGNC Symbol;Acc:48906]	lincRNA	8	76135639	76236976
ENSG00000249407	IL20RB-AS1	IL20RB antisense RNA 1 [Source:HGNC Symbol;Acc:40298]	antisense	3	136677967	136701001
ENSG00000249419	RP11-497K21.1		antisense	4	162943885	162968719
ENSG00000249421	ADAMTS19-AS1	ADAMTS19 antisense RNA 1 [Source:HGNC Symbol;Acc:40797]	antisense	5	128795252	128796382
ENSG00000249430	CTD-2231H16.1		lincRNA	5	92266	139978
ENSG00000249437	NAIP	NLR family, apoptosis inhibitory protein [Source:HGNC Symbol;Acc:7634]	protein_coding	5	70264310	70320941
ENSG00000249453	RP13-497K6.1		antisense	4	23781213	23784183
ENSG00000249459	ZNF286B	zinc finger protein 286B [Source:HGNC Symbol;Acc:33241]	protein_coding	17	18561742	18585572
ENSG00000249460	RP11-665C14.2		lincRNA	4	182182314	182186182
ENSG00000249464	RP11-93L9.1	long intergenic non-protein coding RNA 1091 [Source:HGNC Symbol;Acc:27721]	lincRNA	4	124571422	124851561
ENSG00000249465	RBMXP4	RNA binding motif protein, X-linked pseudogene 4 [Source:HGNC Symbol;Acc:34028]	pseudogene	4	110267482	110268615
ENSG00000249471	ZNF324B	zinc finger protein 324B [Source:HGNC Symbol;Acc:33107]	protein_coding	19	58962971	58969200
ENSG00000249476	CTD-2587M2.1		lincRNA	5	108572821	108662070
ENSG00000249481	SPATS1	spermatogenesis associated, serine-rich 1 [Source:HGNC Symbol;Acc:22957]	protein_coding	6	44310397	44344904
ENSG00000249484	AC091969.1		lincRNA	5	151998525	152603103
ENSG00000249489	GAPDHP70	glyceraldehyde 3 phosphate dehydrogenase pseudogene 70 [Source:HGNC Symbol;Acc:4148]	pseudogene	11	88141347	88142391
ENSG00000249490	CTD-2333M24.1		lincRNA	5	20612734	20614874
ENSG00000249493	ANKRD20A18P	ankyrin repeat domain 20 family, member A18, pseudogene [Source:HGNC Symbol;Acc:23756]	pseudogene	21	15436646	15441408
ENSG00000249494	CTB-161M19.4		antisense	5	118342042	118406585
ENSG00000249500	RP11-340B18.1		lincRNA	4	166605791	166683930
ENSG00000249502	AC006160.5		antisense	4	17589090	17616194
ENSG00000249506	ZEB2P1	zinc finger E-box binding homeobox 2 pseudogene 1 [Source:HGNC Symbol;Acc:33346]	pseudogene	4	16362309	16398946
ENSG00000249509	RP11-402J6.1		antisense	4	113436633	113468037
ENSG00000249515	CTD-2151A2.1		lincRNA	5	98885136	98913661
ENSG00000249531	RP11-642E20.3		pseudogene	4	69166043	69168177
ENSG00000249545	CTC-558O19.1		antisense	5	94314855	94316597
ENSG00000249565	SERBP1P5	SERPINE1 mRNA binding protein 1 pseudogene 5 [Source:HGNC Symbol;Acc:44632]	pseudogene	4	79102020	79103200
ENSG00000249572	CTD-2203K17.1		antisense	5	33424131	33440725
ENSG00000249574	AC226118.1		lincRNA	7	419325	422678
ENSG00000249577	CTD-2195M15.1		pseudogene	5	126801514	126801810
ENSG00000249592	RP11-440L14.1		antisense	4	756175	775637
ENSG00000249593	CTB-46B19.2		antisense	5	138348336	138386892
ENSG00000249601	CTB-27N1.1		lincRNA	5	169618583	169626145
ENSG00000249602	RP11-98D18.3		antisense	1	151740710	151741977
ENSG00000249604	RP11-286E11.2		antisense	4	108858503	108862411
ENSG00000249613	RP13-612N21.1		lincRNA	4	107354781	107374605
ENSG00000249618	RP11-422J15.1		lincRNA	4	130692814	130876523
ENSG00000249626	RP11-496H1.1		pseudogene	3	197361186	197362682
ENSG00000249628	LINC00942	long intergenic non-protein coding RNA 942 [Source:HGNC Symbol;Acc:48636]	lincRNA	12	1609691	1616484
ENSG00000249631	RP11-281P23.2		lincRNA	4	11627338	11815582
ENSG00000249635	RP11-710F7.3		antisense	4	106924474	106943635
ENSG00000249637	CTC-329D1.2		antisense	5	139750476	139780952
ENSG00000249638	CTD-2296D1.3		lincRNA	5	7363092	7364644
ENSG00000249639	CTB-138E5.1		antisense	5	134786303	134794387
ENSG00000249641	HOXC-AS5	HOXC13 antisense RNA [Source:HGNC Symbol;Acc:43753]	antisense	12	54329112	54333427
ENSG00000249646	OR7E94P	olfactory receptor, family 7, subfamily E, member 94 pseudogene [Source:HGNC Symbol;Acc:14789]	pseudogene	4	80508456	80509284
ENSG00000249647	CTC-349C3.2		lincRNA	5	134571924	134583869
ENSG00000249655	CTC-325J23.2		antisense	5	79926132	79927409
ENSG00000249661	TNRC18P1	TNRC18P1 [Source:HGNC Symbol;Acc:43881]	pseudogene	4	141562994	141566643
ENSG00000249664	CTD-2227C6.2		lincRNA	5	82308104	82308928
ENSG00000249673	NOP14-AS1	NOP14 antisense RNA 1 [Source:HGNC Symbol;Acc:20205]	antisense	4	2936626	2963465
ENSG00000249684	RP11-423H2.3		antisense	5	177378414	177390961
ENSG00000249685	RP11-360F5.3		lincRNA	4	39135533	39137228
ENSG00000249693	THEGL	theg spermatid protein-like [Source:HGNC Symbol;Acc:43771]	protein_coding	4	57396775	57469673
ENSG00000249694	RP11-378A12.1		lincRNA	8	2447076	2480453
ENSG00000249695	RP11-598F7.4		antisense	12	246577	258335
ENSG00000249700	SRD5A3-AS1	SRD5A3 antisense RNA 1 [Source:HGNC Symbol;Acc:44138]	processed_transcript	4	56230138	56262009
ENSG00000249706	RP11-89B16.1		sense_intronic	4	54766038	54783002
ENSG00000249709	ZNF564	zinc finger protein 564 [Source:HGNC Symbol;Acc:31106]	protein_coding	19	12636184	12662356
ENSG00000249713	CTD-2236F14.1		antisense	5	75902433	75904795
ENSG00000249717	RP11-44F21.3		antisense	4	75881184	75895572
ENSG00000249721	RP11-83M16.4		pseudogene	5	66988640	66989028
ENSG00000249731	RP11-259O2.3		lincRNA	5	1968208	1969127
ENSG00000249736	RP11-83M16.5		lincRNA	5	66928094	66942617
ENSG00000249737	RP1-167G20.2		antisense	5	16428645	16432545
ENSG00000249738	AC008697.1		lincRNA	5	158737941	158789842
ENSG00000249740	CTD-2127H9.1		lincRNA	5	38736157	38845931
ENSG00000249741	RP11-673E1.3		pseudogene	4	144832667	144833206
ENSG00000249747	RP11-308K2.1		lincRNA	4	188123140	188130500
ENSG00000249752	RP11-563M4.1		lincRNA	4	149948597	149983674
ENSG00000249755	RP11-466G12.2		pseudogene	4	89448311	89449321
ENSG00000249767	ENPP7P10	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 10 [Source:HGNC Symbol;Acc:48693]	pseudogene	4	9080749	9143334
ENSG00000249782	RP11-417J1.1		lincRNA	5	8525291	8528791
ENSG00000249786	EAF1-AS1	EAF1 antisense RNA 1 [Source:HGNC Symbol;Acc:42328]	antisense	3	15477678	15491501
ENSG00000249797	CTD-3179P9.1		lincRNA	5	117260703	117601730
ENSG00000249803	RP11-114H21.2		lincRNA	5	135802366	135855987
ENSG00000249806	RP11-223C24.1		lincRNA	4	143487172	143582103
ENSG00000249808	CTD-2029E14.1		lincRNA	5	3178209	3181346
ENSG00000249816	LINC00964	long intergenic non-protein coding RNA 964 [Source:HGNC Symbol;Acc:27226]	lincRNA	8	125860979	125966570
ENSG00000249818	RP11-73G16.3		lincRNA	4	152826084	152849800
ENSG00000249825	CTD-2201I18.1		antisense	5	79348197	79379477
ENSG00000249830	RP11-121L11.3		lincRNA	5	3452930	3461774
ENSG00000249833	RP11-71E19.5		antisense	3	126111875	126113694
ENSG00000249835	VCAN-AS1	VCAN antisense RNA 1 [Source:HGNC Symbol;Acc:40163]	antisense	5	82827171	82858133
ENSG00000249837	CTD-2325B11.1		lincRNA	4	125070532	125173199
ENSG00000249839	AC011330.5		pseudogene	15	43955852	43976537
ENSG00000249846	RP11-77P16.4		lincRNA	3	129831393	129839422
ENSG00000249849	RP11-1101H11.1		antisense	5	177109295	177140970
ENSG00000249850	KRT18P31	keratin 18 pseudogene 31 [Source:HGNC Symbol;Acc:33400]	pseudogene	5	36885308	36886599
ENSG00000249853	HS3ST5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5 [Source:HGNC Symbol;Acc:19419]	protein_coding	6	114376750	114664209
ENSG00000249854	RP11-420O16.1		lincRNA	5	20305674	20331565
ENSG00000249859	PVT1	Pvt1 oncogene (non-protein coding) [Source:HGNC Symbol;Acc:9709]	processed_transcript	8	128806779	129113499
ENSG00000249863	RP11-177C12.1		pseudogene	4	37869913	37871599
ENSG00000249865	CTD-2296D1.4		antisense	5	7368042	7373187
ENSG00000249866	OR7E83P	olfactory receptor, family 7, subfamily E, member 83 pseudogene [Source:HGNC Symbol;Acc:14688]	pseudogene	4	9514554	9515523
ENSG00000249870	RP11-481C4.1		antisense	17	49119885	49162832
ENSG00000249889	ALG1L11P	asparagine-linked glycosylation 1-like 11, pseudogene [Source:HGNC Symbol;Acc:44380]	pseudogene	8	12036206	12039074
ENSG00000249898	CTD-2541M15.1		antisense	8	6475996	6565730
ENSG00000249908	CTD-2589H19.4		pseudogene	5	767512	769046
ENSG00000249911	RP11-122C5.1		lincRNA	5	38710469	38720375
ENSG00000249915	PDCD6	programmed cell death 6 [Source:HGNC Symbol;Acc:8765]	protein_coding	5	271736	315089
ENSG00000249916	CTD-2280E9.1		antisense	5	121705457	121719263
ENSG00000249923	XXbac-B444P24.8		antisense	22	20186252	20192441
ENSG00000249924	RP11-27G13.1		lincRNA	4	156207314	156208288
ENSG00000249926	RP11-495K9.6		lincRNA	12	132147141	132149249
ENSG00000249931	GOLGA8K	golgin A8 family, member K [Source:HGNC Symbol;Acc:38652]	protein_coding	15	32684983	32693676
ENSG00000249937	RP11-454P21.1		lincRNA	5	17684693	17955966
ENSG00000249947	XBP1P1	X-box binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:12802]	pseudogene	5	112220791	112221442
ENSG00000249948	GBA3	glucosidase, beta, acid 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:19069]	polymorphic_pseudogene	4	22694537	22821198
ENSG00000249958	CCT7P2	chaperonin containing TCP1, subunit 7 (eta) pseudogene 2 [Source:HGNC Symbol;Acc:35134]	pseudogene	5	92225094	92226547
ENSG00000249961	CCDC79	coiled-coil domain containing 79 [Source:HGNC Symbol;Acc:26675]	protein_coding	16	66788879	66835523
ENSG00000249965	CDC42P4	cell division cycle 42 pseudogene 4 [Source:HGNC Symbol;Acc:44428]	pseudogene	4	110476326	110476888
ENSG00000249978	TRGV7	T cell receptor gamma variable 7 (pseudogene) [Source:HGNC Symbol;Acc:12293]	TR_V_pseudogene	7	38374642	38375115
ENSG00000249992	TMEM158	transmembrane protein 158 (gene/pseudogene) [Source:HGNC Symbol;Acc:30293]	protein_coding	3	45265958	45267770
ENSG00000249994	CTD-2383I20.1		lincRNA	5	4033826	4041877
ENSG00000249996	RP11-359P5.1		antisense	5	122371966	122390362
ENSG00000250007	RP11-814P5.1		antisense	15	35047285	35105124
ENSG00000250012	RP11-124N2.1		antisense	3	125803148	125814192
ENSG00000250025	CTC-359M8.1		antisense	5	145686661	145756526
ENSG00000250027	RP11-563E2.2		antisense	4	164029937	164041117
ENSG00000250032	CTD-2194L12.3		lincRNA	5	37939467	37948057
ENSG00000250033	SLC7A11-AS1	SLC7A11 antisense RNA 1 [Source:HGNC Symbol;Acc:44064]	processed_transcript	4	138978618	139099331
ENSG00000250037	RP11-480D4.4		pseudogene	5	8456059	8456671
ENSG00000250039	RP11-17E2.2		antisense	4	21950638	22331953
ENSG00000250041	CTD-2003C8.2		lincRNA	11	10906432	10920869
ENSG00000250048	LINC00603	long intergenic non-protein coding RNA 603 [Source:HGNC Symbol;Acc:43918]	lincRNA	5	40052393	40053426
ENSG00000250050	MTND4P9	MT-ND4 pseudogene 9 [Source:HGNC Symbol;Acc:42226]	pseudogene	4	25719704	25721367
ENSG00000250056	LINC01018	long intergenic non-protein coding RNA 1018 [Source:HGNC Symbol;Acc:27394]	lincRNA	5	6582249	6588612
ENSG00000250057	RP11-576N17.5		lincRNA	4	84154665	84168331
ENSG00000250060	RP11-332J15.2		lincRNA	5	6868672	6886900
ENSG00000250062	RP11-778J15.1		antisense	4	87039065	87141079
ENSG00000250064	RP11-123O22.1		lincRNA	4	28437071	28601897
ENSG00000250067	YJEFN3	YjeF N-terminal domain containing 3 [Source:HGNC Symbol;Acc:24785]	protein_coding	19	19640173	19648390
ENSG00000250069	CTB-131B5.2		sense_intronic	5	139579748	139582772
ENSG00000250072	CTC-529P8.1		lincRNA	5	148442880	148489350
ENSG00000250075	RP11-584P21.2		lincRNA	4	68283023	68333969
ENSG00000250078	RP11-577G20.2		lincRNA	4	59428330	59431287
ENSG00000250081	CTD-2116N20.1		lincRNA	5	64782271	64782875
ENSG00000250090	RP13-401N8.3		pseudogene	20	25816621	25817468
ENSG00000250091	DNAH10OS	dynein, axonemal, heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:37121]	protein_coding	12	124410971	124419531
ENSG00000250092	RP11-556G22.3		antisense	4	21583719	21615351
ENSG00000250101	RP11-1252I4.2		antisense	5	177366623	177410055
ENSG00000250102	RP11-314N14.1		lincRNA	4	132301168	132462552
ENSG00000250105	CTD-3074O7.2		lincRNA	11	66326337	66327855
ENSG00000250107	CACNA1G-AS1	CACNA1G antisense RNA 1 [Source:HGNC Symbol;Acc:27377]	antisense	17	48633568	48639469
ENSG00000250115	AK3P2	adenylate kinase 3 pseudogene 2 [Source:HGNC Symbol;Acc:31099]	pseudogene	8	144138477	144139233
ENSG00000250116	RP11-417F21.1		antisense	2	46795395	46807377
ENSG00000250120	PCDHA10	protocadherin alpha 10 [Source:HGNC Symbol;Acc:8664]	protein_coding	5	140235595	140238021
ENSG00000250125	RP11-707A18.1		lincRNA	4	65779999	65870218
ENSG00000250129	RP11-265F19.1		antisense	3	130772161	130791183
ENSG00000250131	RP11-130F10.1		antisense	4	178366133	178598280
ENSG00000250132	RP11-359B12.2		antisense	12	1083299	1100356
ENSG00000250133	HOXC-AS2	HOXC cluster antisense RNA 2 [Source:HGNC Symbol;Acc:43750]	antisense	12	54387594	54390569
ENSG00000250137	RP11-380P13.1		antisense	4	23562546	23770275
ENSG00000250138	RP11-848G14.5		pseudogene	5	68927790	68932312
ENSG00000250144	RP11-553P9.1		pseudogene	4	135966619	135968005
ENSG00000250148	KRT8P31	keratin 8 pseudogene 31 [Source:HGNC Symbol;Acc:39865]	pseudogene	5	60039390	60040797
ENSG00000250149	RP11-399F2.2		lincRNA	4	126597873	126673948
ENSG00000250155	CTD-2353F22.1		antisense	5	36666316	36725297
ENSG00000250156	CTC-498M16.2		lincRNA	5	87704799	87734907
ENSG00000250167	CTC-321K16.1		antisense	5	134895267	134970564
ENSG00000250193	RP11-419L4.1		lincRNA	4	130220330	130226177
ENSG00000250208	FZD10-AS1	FZD10 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:48632]	processed_transcript	12	130634894	130646801
ENSG00000250215	CIR1P2	corepressor interacting with RBPJ, 1 pseudogene 2 [Source:HGNC Symbol;Acc:44012]	pseudogene	4	115634735	115636076
ENSG00000250218	ALDH1L1-AS1	ALDH1L1 antisense RNA 1 [Source:HGNC Symbol;Acc:40244]	antisense	3	125822690	125826912
ENSG00000250220	RP11-692D12.1		antisense	4	74124926	74183670
ENSG00000250227	TRIM60P14	tripartite motif containing 60 pseudogene 14 [Source:HGNC Symbol;Acc:38486]	pseudogene	4	165836717	165838135
ENSG00000250237	CTC-498J12.1		lincRNA	5	68334345	68339648
ENSG00000250238	Z95704.3		pseudogene	4	105845	107000
ENSG00000250241	RP11-9G1.3		lincRNA	4	133996466	134070271
ENSG00000250250	CTD-2350J17.1		antisense	5	15602298	15607457
ENSG00000250251	PKD1P6	polycystic kidney disease 1 (autosomal dominant) pseudogene 6 [Source:HGNC Symbol;Acc:30070]	pseudogene	16	15219099	15248421
ENSG00000250260	RP11-325L7.2		lincRNA	5	137374888	137375668
ENSG00000250261	AC007050.18		pseudogene	22	20941920	20946505
ENSG00000250263	RP11-765K14.1		lincRNA	4	177796856	177801759
ENSG00000250266	RP11-789C1.1		lincRNA	4	171195070	171204230
ENSG00000250271	RP11-64D22.5		lincRNA	3	151515272	151526037
ENSG00000250280	RP11-305O6.3		sense_intronic	12	65675437	65680508
ENSG00000250286	RP11-94C24.8		processed_transcript	17	48614655	48616115
ENSG00000250290	CTC-820M8.1		pseudogene	8	121647798	121650444
ENSG00000250295	RP11-434I12.2		antisense	8	74209946	74268696
ENSG00000250303	RP11-356J5.12		processed_transcript	11	112141472	112233257
ENSG00000250305	KIAA1456	KIAA1456 [Source:HGNC Symbol;Acc:26725]	protein_coding	8	12803151	12889012
ENSG00000250312	ZNF718	zinc finger protein 718 [Source:HGNC Symbol;Acc:26889]	lincRNA	4	124897	157779
ENSG00000250317	SMIM20	small integral membrane protein 20 [Source:HGNC Symbol;Acc:37260]	protein_coding	4	25863452	25931435
ENSG00000250318	CTA-963H5.5		pseudogene	22	31049864	31050801
ENSG00000250320	CTD-2269F5.1		antisense	5	83680665	83786583
ENSG00000250325	IGBP1P4	immunoglobulin (CD79A) binding protein 1 pseudogene 4 [Source:HGNC Symbol;Acc:43613]	pseudogene	4	83322731	83323609
ENSG00000250326	RP11-284M14.1		antisense	4	143854348	144106014
ENSG00000250327	RP11-173M11.2		pseudogene	4	187079565	187079997
ENSG00000250328	CTC-210G5.1		antisense	5	121772192	121814782
ENSG00000250334	LINC00989	long intergenic non-protein coding RNA 989 [Source:HGNC Symbol;Acc:48918]	lincRNA	4	80413570	80497614
ENSG00000250337	LINC01021	long intergenic non-protein coding RNA 1021 [Source:HGNC Symbol;Acc:48995]	lincRNA	5	27472399	27496508
ENSG00000250340	RP11-577G20.1		lincRNA	4	59390680	59402493
ENSG00000250342	RP11-747H12.6		pseudogene	4	9053568	9053777
ENSG00000250343	CTC-255N20.1		antisense	5	146559767	146614422
ENSG00000250345	RP11-780M14.1		pseudogene	4	144681552	144683246
ENSG00000250346	EEF1GP2	eukaryotic translation elongation factor 1 gamma pseudogene 2 [Source:HGNC Symbol;Acc:44557]	pseudogene	5	147301742	147302984
ENSG00000250357	RP11-503L19.1		lincRNA	4	149614184	149615475
ENSG00000250361	GYPB	glycophorin B (MNS blood group) [Source:HGNC Symbol;Acc:4703]	protein_coding	4	144917257	144940492
ENSG00000250362	AC008592.5		processed_transcript	5	95197490	95210223
ENSG00000250365	CTD-2213F21.2		antisense	14	31889502	31922089
ENSG00000250366	LINC00617	long intergenic non-protein coding RNA 617 [Source:HGNC Symbol;Acc:44088]	lincRNA	14	96342729	96391908
ENSG00000250371	RP11-22A3.2		lincRNA	4	12860725	12866585
ENSG00000250376	CTD-2005D20.1		pseudogene	4	69650336	69653192
ENSG00000250377	CTC-467M3.3		lincRNA	5	87988462	87989789
ENSG00000250378	RP11-119J18.1		lincRNA	5	135148356	135162271
ENSG00000250379	RP11-23P13.4		antisense	15	42117297	42120134
ENSG00000250381	UNC93B4	unc-93 homolog B4 pseudogene (C. elegans) [Source:HGNC Symbol;Acc:13484]	pseudogene	4	4145185	4152148
ENSG00000250387	RP11-136K7.2		lincRNA	5	70647682	70741886
ENSG00000250392	RP11-700N1.1		lincRNA	4	120860695	120885448
ENSG00000250397	RP11-1391J7.1		antisense	11	856880	859795
ENSG00000250404	AC090587.2		sense_overlapping	11	3837982	3843130
ENSG00000250410	RP11-714G18.1		antisense	4	186291969	186312082
ENSG00000250411	RP11-257I8.2		lincRNA	5	124372524	124377932
ENSG00000250412	KLHL2P1	kelch-like family member 2 pseudogene 1 [Source:HGNC Symbol;Acc:44046]	pseudogene	4	120255484	120299388
ENSG00000250413	RP11-448G15.1		antisense	4	10008106	10011349
ENSG00000250415	CTC-461F20.1		lincRNA	5	16617334	16621385
ENSG00000250420	AACSP1	acetoacetyl-CoA synthetase pseudogene 1 [Source:HGNC Symbol;Acc:18226]	pseudogene	5	178191862	178245436
ENSG00000250421	RP11-83M16.6		lincRNA	5	66995257	67198428
ENSG00000250426	FTLP10	ferritin, light polypeptide pseudogene 10 [Source:HGNC Symbol;Acc:37959]	pseudogene	4	69048010	69078079
ENSG00000250427	CTD-3179P9.2		lincRNA	5	117618270	117620477
ENSG00000250431	RP13-577H12.2		antisense	4	175899439	175900532
ENSG00000250432	RP11-834C11.5		processed_transcript	12	54478916	54519678
ENSG00000250433	CLSTN2-AS1	CLSTN2 antisense RNA 1 [Source:HGNC Symbol;Acc:49095]	antisense	3	140224453	140227631
ENSG00000250451	HOXC-AS1	HOXC cluster antisense RNA 1 [Source:HGNC Symbol;Acc:43749]	antisense	12	54392806	54393794
ENSG00000250461	RP11-631M6.2		pseudogene	5	60670939	60671682
ENSG00000250462	LRRC37BP1	leucine rich repeat containing 37B pseudogene 1 [Source:HGNC Symbol;Acc:25390]	pseudogene	17	28956698	28964482
ENSG00000250472	TRIM36-IT1	TRIM36 intronic transcript 1 (non-protein coding) [Source:HGNC Symbol;Acc:41422]	sense_intronic	5	114484461	114485341
ENSG00000250476	ENPP7P9	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 9 [Source:HGNC Symbol;Acc:48692]	pseudogene	4	3968761	3969387
ENSG00000250479	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10 [Source:HGNC Symbol;Acc:15559]	protein_coding	22	24108049	24110630
ENSG00000250486	FAM218A	family with sequence similarity 218, member A [Source:HGNC Symbol;Acc:26466]	protein_coding	4	165878100	165880273
ENSG00000250490	CTD-2324F15.2		lincRNA	5	6310554	6339997
ENSG00000250493	RP11-640N11.2		antisense	11	120738642	120765506
ENSG00000250497	AC007126.1		lincRNA	4	13779001	13783781
ENSG00000250506	CDK3	cyclin-dependent kinase 3 [Source:HGNC Symbol;Acc:1772]	protein_coding	17	73996987	74002080
ENSG00000250508	RP11-757G1.6		lincRNA	11	68638132	68642010
ENSG00000250510	GPR162	G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:16693]	protein_coding	12	6930711	6936586
ENSG00000250511	RP11-380D23.1		antisense	4	111433644	111440661
ENSG00000250517	LDHAL6CP	lactate dehydrogenase A-like 6C, pseudogene [Source:HGNC Symbol;Acc:39423]	pseudogene	12	63397333	63400682
ENSG00000250519	RP11-680H20.2		lincRNA	11	93971316	94012372
ENSG00000250535	STK19P	serine/threonine kinase 19 pseudogene [Source:HGNC Symbol;Acc:21668]	pseudogene	6	31981047	31981564
ENSG00000250538	RP11-92A5.2		antisense	4	156127681	156129583
ENSG00000250539	KRT8P33	keratin 8 pseudogene 33 [Source:HGNC Symbol;Acc:39867]	pseudogene	5	122736616	122738038
ENSG00000250548	RP11-47I22.2		lincRNA	14	62023031	62037257
ENSG00000250551	RP11-254I22.1		lincRNA	5	95385819	95551223
ENSG00000250565	ATP6V1E2	ATPase, H+ transporting, lysosomal 31kDa, V1 subunit E2 [Source:HGNC Symbol;Acc:18125]	protein_coding	2	46717889	46769696
ENSG00000250566	UGT2B29P	UDP glucuronosyltransferase 2 family, polypeptide B29 pseudogene [Source:HGNC Symbol;Acc:12552]	pseudogene	4	69375159	69383365
ENSG00000250569	NTAN1P2	N-terminal asparagine amidase pseudogene 2 [Source:HGNC Symbol;Acc:45262]	pseudogene	8	87493983	87495231
ENSG00000250571	GLI4	GLI family zinc finger 4 [Source:HGNC Symbol;Acc:4320]	protein_coding	8	144349603	144359101
ENSG00000250579	CTD-2297D10.2		antisense	5	5132893	5140167
ENSG00000250582	RP11-301H24.3	SMAD1 antisense RNA 2 [Source:HGNC Symbol;Acc:49381]	antisense	4	146418225	146424123
